TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
14,yes,10/06/2021 17:19:10,00:00:02.3986870,10/06/2021 17:19:12,10/06/2021 17:19:13,00:00:01.0658490,First B,yes,Second 1,10/06/2021 17:19:15,10/06/2021 17:19:16,00:00:00.9653360,Second 1 B,70.0%,no,10/06/2021 17:19:19
15,yes,10/06/2021 17:19:19,00:00:03.8146240,10/06/2021 17:19:22,10/06/2021 17:19:23,00:00:00.9819150,First B,yes,Second 1,10/06/2021 17:19:25,10/06/2021 17:19:26,00:00:00.9481560,Second 1 B,70.0%,no,10/06/2021 17:19:29
16,yes,10/06/2021 17:19:29,00:00:00.3500140,10/06/2021 17:19:29,10/06/2021 17:19:30,00:00:00.9822610,First A,yes,Second 2,10/06/2021 17:19:32,10/06/2021 17:19:33,00:00:00.9649370,Second 2 A,30.0%,no,10/06/2021 17:19:36
17,yes,10/06/2021 17:19:36,00:00:00.6336240,10/06/2021 17:19:36,10/06/2021 17:19:37,00:00:00.9820400,First A,no,Second 1,10/06/2021 17:19:39,10/06/2021 17:19:40,00:00:01.2153640,Second 1 A,30.0%,no,10/06/2021 17:19:43
18,yes,10/06/2021 17:19:43,00:00:01.4992750,10/06/2021 17:19:45,10/06/2021 17:19:46,00:00:01.0813950,First A,yes,Second 2,10/06/2021 17:19:47,10/06/2021 17:19:48,00:00:01.1494460,Second 2 B,30.0%,yes,10/06/2021 17:19:51
19,yes,10/06/2021 17:19:51,00:00:02.0487620,10/06/2021 17:19:53,10/06/2021 17:19:54,00:00:01.0321750,First A,yes,Second 2,10/06/2021 17:19:56,10/06/2021 17:19:57,00:00:01.0659300,Second 2 B,30.0%,no,10/06/2021 17:20:00
20,yes,10/06/2021 17:20:00,00:00:02.1496110,10/06/2021 17:20:02,10/06/2021 17:20:03,00:00:01.0325730,First A,yes,Second 2,10/06/2021 17:20:05,10/06/2021 17:20:06,00:00:01.0315730,Second 2 B,30.0%,no,10/06/2021 17:20:09
21,yes,10/06/2021 17:20:09,00:00:04.3810490,10/06/2021 17:20:13,10/06/2021 17:20:14,00:00:00.9985930,First B,yes,Second 1,10/06/2021 17:20:16,10/06/2021 17:20:17,00:00:01.3153030,Second 1 A,30.0%,no,10/06/2021 17:20:20
22,yes,10/06/2021 17:20:20,00:00:00.9506350,10/06/2021 17:20:21,10/06/2021 17:20:22,00:00:01.0822450,First B,yes,Second 1,10/06/2021 17:20:24,10/06/2021 17:20:25,00:00:01.1151390,Second 1 A,30.0%,no,10/06/2021 17:20:28
23,yes,10/06/2021 17:20:28,00:00:00.7006160,10/06/2021 17:20:28,10/06/2021 17:20:29,00:00:00.8314230,First A,yes,Second 2,10/06/2021 17:20:31,10/06/2021 17:20:32,00:00:00.9981980,Second 2 A,30.0%,no,10/06/2021 17:20:35
24,yes,10/06/2021 17:20:35,00:00:00.2841710,10/06/2021 17:20:35,10/06/2021 17:20:36,00:00:00.9144810,First A,no,Second 1,10/06/2021 17:20:38,10/06/2021 17:20:39,00:00:01.2138260,Second 1 B,70.0%,no,10/06/2021 17:20:42
25,yes,10/06/2021 17:20:42,00:00:00.0488170,10/06/2021 17:20:42,10/06/2021 17:20:43,00:00:00.9992350,First A,yes,Second 2,10/06/2021 17:20:44,10/06/2021 17:20:45,00:00:00.9486910,Second 2 A,30.0%,yes,10/06/2021 17:20:48
26,yes,10/06/2021 17:20:48,00:00:00.6509560,10/06/2021 17:20:49,10/06/2021 17:20:50,00:00:01.1977180,First A,yes,Second 2,10/06/2021 17:20:52,10/06/2021 17:20:53,00:00:01.1981200,Second 2 A,30.0%,no,10/06/2021 17:20:56
27,yes,10/06/2021 17:20:56,00:00:01.4656960,10/06/2021 17:20:57,10/06/2021 17:20:59,00:00:01.1971610,First A,yes,Second 2,10/06/2021 17:21:00,10/06/2021 17:21:01,00:00:01.0819390,Second 2 A,30.0%,yes,10/06/2021 17:21:04
28,yes,10/06/2021 17:21:04,00:00:03.0479640,10/06/2021 17:21:07,10/06/2021 17:21:08,00:00:01.0817440,First A,yes,Second 2,10/06/2021 17:21:10,10/06/2021 17:21:11,00:00:00.8824010,Second 2 A,30.0%,yes,10/06/2021 17:21:14
29,yes,10/06/2021 17:21:14,00:00:00.8833750,10/06/2021 17:21:15,10/06/2021 17:21:16,00:00:01.0318760,First A,yes,Second 2,10/06/2021 17:21:17,10/06/2021 17:21:18,00:00:01.1148230,Second 2 A,30.0%,no,10/06/2021 17:21:21
30,yes,10/06/2021 17:21:21,00:00:00.2672510,10/06/2021 17:21:22,10/06/2021 17:21:23,00:00:00.9155940,First A,yes,Second 2,10/06/2021 17:21:24,10/06/2021 17:21:25,00:00:00.9827520,Second 2 A,30.0%,no,10/06/2021 17:21:28
31,yes,10/06/2021 17:21:28,00:00:03.8136790,10/06/2021 17:21:32,10/06/2021 17:21:33,00:00:01.1315640,First B,no,Second 2,10/06/2021 17:21:35,10/06/2021 17:21:36,00:00:01.5310030,Second 2 A,30.0%,no,10/06/2021 17:21:39
32,yes,10/06/2021 17:21:39,00:00:03.2813470,10/06/2021 17:21:42,10/06/2021 17:21:44,00:00:01.1819130,First B,yes,Second 1,10/06/2021 17:21:45,10/06/2021 17:21:46,00:00:01.0153070,Second 1 A,30.0%,no,10/06/2021 17:21:49
33,yes,10/06/2021 17:21:49,00:00:05.4466260,10/06/2021 17:21:55,10/06/2021 17:21:56,00:00:01.4148390,First B,no,Second 2,10/06/2021 17:21:58,10/06/2021 17:21:59,00:00:01.2982810,Second 2 B,30.0%,no,10/06/2021 17:22:02
34,yes,10/06/2021 17:22:02,00:00:00.1333970,10/06/2021 17:22:02,10/06/2021 17:22:03,00:00:01.1333350,First B,yes,Second 1,10/06/2021 17:22:05,10/06/2021 17:22:06,00:00:00.9816340,Second 1 B,70.0%,no,10/06/2021 17:22:09
35,yes,10/06/2021 17:22:09,00:00:01.4335190,10/06/2021 17:22:10,10/06/2021 17:22:11,00:00:00.9829560,First B,yes,Second 1,10/06/2021 17:22:13,10/06/2021 17:22:14,00:00:01.1808700,Second 1 B,70.0%,yes,10/06/2021 17:22:17
36,yes,10/06/2021 17:22:17,00:00:02.5822110,10/06/2021 17:22:19,10/06/2021 17:22:20,00:00:01.0151550,First B,yes,Second 1,10/06/2021 17:22:22,10/06/2021 17:22:23,00:00:01.0316020,Second 1 B,70.0%,yes,10/06/2021 17:22:26
37,yes,10/06/2021 17:22:26,00:00:04.8969700,10/06/2021 17:22:31,10/06/2021 17:22:32,00:00:01.0156230,First B,no,Second 2,10/06/2021 17:22:33,10/06/2021 17:22:35,00:00:01.1813970,Second 2 A,30.0%,yes,10/06/2021 17:22:38
38,yes,10/06/2021 17:22:38,00:00:02.0147120,10/06/2021 17:22:40,10/06/2021 17:22:41,00:00:01.1489500,First B,no,Second 2,10/06/2021 17:22:42,10/06/2021 17:22:44,00:00:01.2144980,Second 2 A,30.0%,no,10/06/2021 17:22:47
39,yes,10/06/2021 17:22:47,00:00:00.7501150,10/06/2021 17:22:47,10/06/2021 17:22:48,00:00:01.0321070,First B,yes,Second 1,10/06/2021 17:22:50,10/06/2021 17:22:51,00:00:01.0158840,Second 1 B,70.0%,yes,10/06/2021 17:22:54
40,yes,10/06/2021 17:22:54,00:00:00.0833920,10/06/2021 17:22:54,10/06/2021 17:22:55,00:00:01.3988770,First B,yes,Second 1,10/06/2021 17:22:57,10/06/2021 17:22:58,00:00:01.1155890,Second 1 B,70.0%,yes,10/06/2021 17:23:01
41,yes,10/06/2021 17:23:01,00:00:01.9991420,10/06/2021 17:23:03,10/06/2021 17:23:04,00:00:01.1151850,First B,yes,Second 1,10/06/2021 17:23:06,10/06/2021 17:23:07,00:00:01.1327060,Second 1 B,70.0%,yes,10/06/2021 17:23:10
42,yes,10/06/2021 17:23:10,00:00:01.0827460,10/06/2021 17:23:11,10/06/2021 17:23:12,00:00:01.0988940,First B,yes,Second 1,10/06/2021 17:23:14,10/06/2021 17:23:15,00:00:01.0819500,Second 1 B,70.0%,yes,10/06/2021 17:23:18
43,yes,10/06/2021 17:23:18,00:00:03.4313570,10/06/2021 17:23:21,10/06/2021 17:23:22,00:00:01.0150160,First B,yes,Second 1,10/06/2021 17:23:24,10/06/2021 17:23:25,00:00:00.9154720,Second 1 B,70.0%,yes,10/06/2021 17:23:28
44,no,10/06/2021 17:23:28,00:00:01.0821150,10/06/2021 17:23:29,,,,,,,,,,,,10/06/2021 17:23:30
