TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
23,yes,09/30/2021 19:33:40,00:00:02.4009550,09/30/2021 19:33:42,09/30/2021 19:33:43,00:00:00.9880740,First A,yes,Second 1,09/30/2021 19:33:45,09/30/2021 19:33:46,00:00:00.8858880,Second 1 A,30.0%,yes,09/30/2021 19:33:49
24,yes,09/30/2021 19:33:49,00:00:04.9827560,09/30/2021 19:33:54,09/30/2021 19:33:54,00:00:00.6172160,First A,no,Second 2,09/30/2021 19:33:56,09/30/2021 19:33:57,00:00:00.9756400,Second 2 B,70.0%,yes,09/30/2021 19:34:00
25,yes,09/30/2021 19:34:00,00:00:04.1632900,09/30/2021 19:34:04,09/30/2021 19:34:05,00:00:01.0768930,First A,yes,Second 1,09/30/2021 19:34:06,09/30/2021 19:34:07,00:00:00.9538590,Second 1 A,30.0%,no,09/30/2021 19:34:10
26,yes,09/30/2021 19:34:10,00:00:00.8648540,09/30/2021 19:34:11,09/30/2021 19:34:12,00:00:00.6833970,First A,yes,Second 1,09/30/2021 19:34:13,09/30/2021 19:34:15,00:00:01.6371130,Second 1 A,30.0%,no,09/30/2021 19:34:18
27,yes,09/30/2021 19:34:18,00:00:00.4267860,09/30/2021 19:34:18,09/30/2021 19:34:19,00:00:00.7406720,First A,yes,Second 1,09/30/2021 19:34:21,09/30/2021 19:34:22,00:00:00.9202740,Second 1 A,30.0%,no,09/30/2021 19:34:25
28,yes,09/30/2021 19:34:25,00:00:00.1576520,09/30/2021 19:34:25,09/30/2021 19:34:26,00:00:00.7958160,First A,yes,Second 1,09/30/2021 19:34:27,09/30/2021 19:34:28,00:00:00.9765420,Second 1 B,30.0%,no,09/30/2021 19:34:31
29,yes,09/30/2021 19:34:31,00:00:00.5948620,09/30/2021 19:34:32,09/30/2021 19:34:32,00:00:00.6502080,First B,yes,Second 2,09/30/2021 19:34:34,09/30/2021 19:34:34,00:00:00.6505470,Second 2 A,30.0%,yes,09/30/2021 19:34:37
30,yes,09/30/2021 19:34:37,00:00:00.9647340,09/30/2021 19:34:38,09/30/2021 19:34:39,00:00:01.0551390,First B,yes,Second 2,09/30/2021 19:34:41,09/30/2021 19:34:42,00:00:00.8760050,Second 2 A,30.0%,yes,09/30/2021 19:34:45
31,yes,09/30/2021 19:34:45,00:00:05.5074560,09/30/2021 19:34:50,09/30/2021 19:34:51,00:00:00.6730770,First B,yes,Second 2,09/30/2021 19:34:53,09/30/2021 19:34:53,00:00:00.9068760,Second 2 A,30.0%,no,09/30/2021 19:34:56
32,yes,09/30/2021 19:34:56,00:00:00.2238560,09/30/2021 19:34:57,09/30/2021 19:34:57,00:00:00.6061960,First B,no,Second 1,09/30/2021 19:34:59,09/30/2021 19:35:00,00:00:01.0442700,Second 1 B,30.0%,no,09/30/2021 19:35:03
33,yes,09/30/2021 19:35:03,00:00:00.9764490,09/30/2021 19:35:04,09/30/2021 19:35:05,00:00:00.7177380,First B,yes,Second 2,09/30/2021 19:35:06,09/30/2021 19:35:07,00:00:00.9987770,Second 2 A,30.0%,no,09/30/2021 19:35:10
34,yes,09/30/2021 19:35:10,00:00:01.2794030,09/30/2021 19:35:11,09/30/2021 19:35:12,00:00:00.6724370,First B,yes,Second 2,09/30/2021 19:35:13,09/30/2021 19:35:14,00:00:00.7408640,Second 2 A,30.0%,no,09/30/2021 19:35:17
35,yes,09/30/2021 19:35:17,00:00:01.8071210,09/30/2021 19:35:19,09/30/2021 19:35:20,00:00:00.6388870,First A,yes,Second 1,09/30/2021 19:35:21,09/30/2021 19:35:22,00:00:01.0999700,Second 1 A,30.0%,no,09/30/2021 19:35:25
36,yes,09/30/2021 19:35:25,00:00:04.8462830,09/30/2021 19:35:30,09/30/2021 19:35:31,00:00:00.9426200,First A,yes,Second 1,09/30/2021 19:35:33,09/30/2021 19:35:34,00:00:01.5936450,Second 1 A,30.0%,no,09/30/2021 19:35:37
37,yes,09/30/2021 19:35:37,00:00:00.0557620,09/30/2021 19:35:37,09/30/2021 19:35:38,00:00:01.0423840,First A,yes,Second 1,09/30/2021 19:35:40,09/30/2021 19:35:41,00:00:01.2117540,Second 1 B,30.0%,yes,09/30/2021 19:35:44
38,yes,09/30/2021 19:35:44,00:00:01.1558890,09/30/2021 19:35:45,09/30/2021 19:35:46,00:00:01.2448960,First A,yes,Second 1,09/30/2021 19:35:48,09/30/2021 19:35:49,00:00:00.6392080,Second 1 B,30.0%,no,09/30/2021 19:35:52
39,yes,09/30/2021 19:35:52,00:00:00.3044230,09/30/2021 19:35:52,09/30/2021 19:35:53,00:00:00.9749620,First B,yes,Second 2,09/30/2021 19:35:54,09/30/2021 19:35:56,00:00:01.2211600,Second 2 A,30.0%,no,09/30/2021 19:35:59
40,yes,09/30/2021 19:35:59,00:00:01.3582060,09/30/2021 19:36:00,09/30/2021 19:36:01,00:00:01.2114300,First A,yes,Second 1,09/30/2021 19:36:03,09/30/2021 19:36:05,00:00:01.9634050,Second 1 B,30.0%,yes,09/30/2021 19:36:08
41,yes,09/30/2021 19:36:08,00:00:03.7595700,09/30/2021 19:36:11,09/30/2021 19:36:12,00:00:00.7626170,First A,yes,Second 1,09/30/2021 19:36:14,09/30/2021 19:36:14,00:00:00.6400460,Second 1 B,30.0%,no,09/30/2021 19:36:17
42,yes,09/30/2021 19:36:17,00:00:05.1704190,09/30/2021 19:36:22,09/30/2021 19:36:23,00:00:00.9518650,First A,yes,Second 1,09/30/2021 19:36:25,09/30/2021 19:36:26,00:00:01.0425370,Second 1 B,30.0%,yes,09/30/2021 19:36:29
43,yes,09/30/2021 19:36:29,00:00:06.7409920,09/30/2021 19:36:36,09/30/2021 19:36:37,00:00:01.0658330,First A,yes,Second 1,09/30/2021 19:36:38,09/30/2021 19:36:39,00:00:00.9085080,Second 1 B,30.0%,no,09/30/2021 19:36:42
44,no,09/30/2021 19:36:42,00:00:07.0421260,09/30/2021 19:36:49,09/30/2021 19:36:50,00:00:00.7515240,First A,yes,Second 1,09/30/2021 19:36:51,,,,,,09/30/2021 19:36:53
45,yes,09/30/2021 19:36:53,00:00:01.4924210,09/30/2021 19:36:55,09/30/2021 19:36:56,00:00:01.4133060,First A,no,Second 2,09/30/2021 19:36:58,09/30/2021 19:36:59,00:00:00.8758520,Second 2 B,70.0%,yes,09/30/2021 19:37:02
46,yes,09/30/2021 19:37:02,00:00:02.5132370,09/30/2021 19:37:04,09/30/2021 19:37:05,00:00:00.9426410,First A,yes,Second 1,09/30/2021 19:37:07,09/30/2021 19:37:08,00:00:01.1881520,Second 1 A,30.0%,no,09/30/2021 19:37:11
47,yes,09/30/2021 19:37:11,00:00:00.5956070,09/30/2021 19:37:12,09/30/2021 19:37:12,00:00:00.7620320,First A,yes,Second 1,09/30/2021 19:37:14,09/30/2021 19:37:15,00:00:01.2450530,Second 1 A,30.0%,no,09/30/2021 19:37:18
