TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
26,yes,09/30/2021 12:15:46,00:00:03.8090750,09/30/2021 12:15:50,09/30/2021 12:15:52,00:00:01.7325020,First A,yes,Second 2,09/30/2021 12:15:53,09/30/2021 12:15:54,00:00:00.9649220,Second 2 B,30.0%,no,09/30/2021 12:15:57
27,yes,09/30/2021 12:15:57,00:00:02.7401800,09/30/2021 12:16:00,09/30/2021 12:16:01,00:00:01.0497050,First A,no,Second 1,09/30/2021 12:16:03,09/30/2021 12:16:04,00:00:01.2303710,Second 1 B,70.0%,no,09/30/2021 12:16:07
28,yes,09/30/2021 12:16:07,00:00:01.4689320,09/30/2021 12:16:08,09/30/2021 12:16:09,00:00:00.9190340,First A,yes,Second 2,09/30/2021 12:16:11,09/30/2021 12:16:12,00:00:01.4636250,Second 2 A,30.0%,yes,09/30/2021 12:16:15
29,yes,09/30/2021 12:16:15,00:00:00.9983000,09/30/2021 12:16:16,09/30/2021 12:16:17,00:00:01.0818400,First A,no,Second 1,09/30/2021 12:16:19,09/30/2021 12:16:20,00:00:01.5337500,Second 1 B,70.0%,yes,09/30/2021 12:16:23
30,yes,09/30/2021 12:16:23,00:00:00.8015100,09/30/2021 12:16:24,09/30/2021 12:16:25,00:00:01.1180470,First A,no,Second 1,09/30/2021 12:16:27,09/30/2021 12:16:29,00:00:01.7664060,Second 1 B,70.0%,no,09/30/2021 12:16:32
31,yes,09/30/2021 12:16:32,00:00:01.6923140,09/30/2021 12:16:33,09/30/2021 12:16:34,00:00:01.0146040,First A,yes,Second 2,09/30/2021 12:16:36,09/30/2021 12:16:37,00:00:00.9708880,Second 2 A,30.0%,no,09/30/2021 12:16:40
32,yes,09/30/2021 12:16:40,00:00:04.3956410,09/30/2021 12:16:44,09/30/2021 12:16:45,00:00:01.0479840,First A,yes,Second 2,09/30/2021 12:16:47,09/30/2021 12:16:48,00:00:01.5197030,Second 2 A,30.0%,yes,09/30/2021 12:16:51
33,yes,09/30/2021 12:16:51,00:00:02.1922480,09/30/2021 12:16:53,09/30/2021 12:16:54,00:00:01.0472780,First A,no,Second 1,09/30/2021 12:16:56,09/30/2021 12:16:58,00:00:01.6711570,Second 1 A,30.0%,no,09/30/2021 12:17:01
34,yes,09/30/2021 12:17:01,00:00:01.2677120,09/30/2021 12:17:02,09/30/2021 12:17:03,00:00:01.0352560,First A,yes,Second 2,09/30/2021 12:17:04,09/30/2021 12:17:06,00:00:01.3141900,Second 2 A,30.0%,no,09/30/2021 12:17:09
35,yes,09/30/2021 12:17:09,00:00:01.8511520,09/30/2021 12:17:11,09/30/2021 12:17:12,00:00:01.0019150,First A,yes,Second 2,09/30/2021 12:17:13,09/30/2021 12:17:14,00:00:01.0116420,Second 2 A,30.0%,yes,09/30/2021 12:17:17
36,yes,09/30/2021 12:17:17,00:00:02.3752300,09/30/2021 12:17:20,09/30/2021 12:17:21,00:00:01.0166350,First A,yes,Second 2,09/30/2021 12:17:22,09/30/2021 12:17:23,00:00:01.1014190,Second 2 A,30.0%,yes,09/30/2021 12:17:26
37,yes,09/30/2021 12:17:26,00:00:01.3038140,09/30/2021 12:17:28,09/30/2021 12:17:29,00:00:01.1795160,First A,yes,Second 2,09/30/2021 12:17:30,09/30/2021 12:17:31,00:00:00.8813930,Second 2 A,30.0%,yes,09/30/2021 12:17:34
38,yes,09/30/2021 12:17:34,00:00:00.9048120,09/30/2021 12:17:35,09/30/2021 12:17:36,00:00:00.9662890,First A,yes,Second 2,09/30/2021 12:17:37,09/30/2021 12:17:38,00:00:01.0156030,Second 2 A,30.0%,no,09/30/2021 12:17:41
39,yes,09/30/2021 12:17:41,00:00:01.9011090,09/30/2021 12:17:43,09/30/2021 12:17:44,00:00:00.9355430,First A,yes,Second 2,09/30/2021 12:17:46,09/30/2021 12:17:47,00:00:00.9516970,Second 2 A,30.0%,no,09/30/2021 12:17:50
40,yes,09/30/2021 12:17:50,00:00:00.1162420,09/30/2021 12:17:50,09/30/2021 12:17:51,00:00:01.0819110,First A,no,Second 1,09/30/2021 12:17:52,09/30/2021 12:17:54,00:00:01.5191820,Second 1 A,30.0%,no,09/30/2021 12:17:57
41,yes,09/30/2021 12:17:57,00:00:00.1817760,09/30/2021 12:17:57,09/30/2021 12:17:58,00:00:00.9964720,First A,no,Second 1,09/30/2021 12:18:00,09/30/2021 12:18:01,00:00:00.9967020,Second 1 A,30.0%,no,09/30/2021 12:18:04
42,yes,09/30/2021 12:18:04,00:00:01.0001430,09/30/2021 12:18:05,09/30/2021 12:18:06,00:00:01.1817840,First A,yes,Second 2,09/30/2021 12:18:07,09/30/2021 12:18:08,00:00:00.9675410,Second 2 A,30.0%,no,09/30/2021 12:18:11
43,yes,09/30/2021 12:18:11,00:00:01.4551440,09/30/2021 12:18:13,09/30/2021 12:18:14,00:00:00.8839960,First B,yes,Second 1,09/30/2021 12:18:15,09/30/2021 12:18:16,00:00:01.0956880,Second 1 B,70.0%,no,09/30/2021 12:18:19
44,yes,09/30/2021 12:18:19,00:00:00.6224110,09/30/2021 12:18:20,09/30/2021 12:18:21,00:00:00.8828120,First B,no,Second 2,09/30/2021 12:18:22,09/30/2021 12:18:24,00:00:01.8028980,Second 2 A,30.0%,no,09/30/2021 12:18:27
45,yes,09/30/2021 12:18:27,00:00:06.3694660,09/30/2021 12:18:34,09/30/2021 12:18:35,00:00:01.2968820,First B,no,Second 2,09/30/2021 12:18:36,09/30/2021 12:18:38,00:00:01.3177700,Second 2 A,30.0%,no,09/30/2021 12:18:41
46,yes,09/30/2021 12:18:41,00:00:04.0403950,09/30/2021 12:18:45,09/30/2021 12:18:46,00:00:01.1841580,First B,yes,Second 1,09/30/2021 12:18:47,09/30/2021 12:18:49,00:00:01.5804820,Second 1 B,70.0%,no,09/30/2021 12:18:52
47,yes,09/30/2021 12:18:52,00:00:02.9553570,09/30/2021 12:18:55,09/30/2021 12:18:56,00:00:01.1475600,First B,yes,Second 1,09/30/2021 12:18:58,09/30/2021 12:18:59,00:00:01.0507050,Second 1 B,70.0%,no,09/30/2021 12:19:02
48,yes,09/30/2021 12:19:02,00:00:14.8633980,09/30/2021 12:19:17,09/30/2021 12:19:18,00:00:01.3042620,First B,no,Second 2,09/30/2021 12:19:19,09/30/2021 12:19:21,00:00:01.5001270,Second 2 B,30.0%,no,09/30/2021 12:19:24
49,yes,09/30/2021 12:19:24,00:00:02.3405320,09/30/2021 12:19:26,09/30/2021 12:19:27,00:00:01.0663660,First B,yes,Second 1,09/30/2021 12:19:29,09/30/2021 12:19:30,00:00:01.0823760,Second 1 A,30.0%,yes,09/30/2021 12:19:33
50,yes,09/30/2021 12:19:33,00:00:02.3759860,09/30/2021 12:19:35,09/30/2021 12:19:36,00:00:01.1118870,First B,yes,Second 1,09/30/2021 12:19:38,09/30/2021 12:19:39,00:00:01.2342180,Second 1 A,30.0%,yes,09/30/2021 12:19:42
51,yes,09/30/2021 12:19:42,00:00:02.5246790,09/30/2021 12:19:45,09/30/2021 12:19:46,00:00:01.1305380,First B,yes,Second 1,09/30/2021 12:19:47,09/30/2021 12:19:48,00:00:01.2183600,Second 1 A,30.0%,no,09/30/2021 12:19:51
52,yes,09/30/2021 12:19:51,00:00:00.1539840,09/30/2021 12:19:52,09/30/2021 12:19:53,00:00:01.4837110,First B,yes,Second 1,09/30/2021 12:19:55,09/30/2021 12:19:56,00:00:01.0509610,Second 1 A,30.0%,yes,09/30/2021 12:19:59
53,yes,09/30/2021 12:19:59,00:00:03.1743670,09/30/2021 12:20:02,09/30/2021 12:20:03,00:00:01.0459810,First B,yes,Second 1,09/30/2021 12:20:04,09/30/2021 12:20:06,00:00:01.5482170,Second 1 A,30.0%,no,09/30/2021 12:20:09
54,yes,09/30/2021 12:20:09,00:00:01.9898740,09/30/2021 12:20:11,09/30/2021 12:20:12,00:00:00.9959460,First B,no,Second 2,09/30/2021 12:20:13,09/30/2021 12:20:15,00:00:01.4838620,Second 2 B,30.0%,no,09/30/2021 12:20:18
55,yes,09/30/2021 12:20:18,00:00:01.5391850,09/30/2021 12:20:19,09/30/2021 12:20:20,00:00:00.9461450,First B,yes,Second 1,09/30/2021 12:20:22,09/30/2021 12:20:24,00:00:01.5660990,Second 1 A,30.0%,no,09/30/2021 12:20:27
56,yes,09/30/2021 12:20:27,00:00:01.6500870,09/30/2021 12:20:28,09/30/2021 12:20:29,00:00:01.2211050,First B,yes,Second 1,09/30/2021 12:20:31,09/30/2021 12:20:32,00:00:01.1157660,Second 1 A,30.0%,yes,09/30/2021 12:20:35
57,yes,09/30/2021 12:20:35,00:00:01.8526620,09/30/2021 12:20:37,09/30/2021 12:20:38,00:00:01.2986560,First B,yes,Second 1,09/30/2021 12:20:40,09/30/2021 12:20:41,00:00:01.1022660,Second 1 A,30.0%,no,09/30/2021 12:20:44
58,yes,09/30/2021 12:20:44,00:00:00.3831520,09/30/2021 12:20:44,09/30/2021 12:20:45,00:00:01.0037040,First B,yes,Second 1,09/30/2021 12:20:47,09/30/2021 12:20:48,00:00:01.1010640,Second 1 A,30.0%,no,09/30/2021 12:20:51
59,yes,09/30/2021 12:20:51,00:00:00.9827760,09/30/2021 12:20:52,09/30/2021 12:20:53,00:00:01.1197370,First A,yes,Second 2,09/30/2021 12:20:54,09/30/2021 12:20:56,00:00:01.1485880,Second 2 A,30.0%,no,09/30/2021 12:20:59
60,yes,09/30/2021 12:20:59,00:00:02.8574620,09/30/2021 12:21:01,09/30/2021 12:21:02,00:00:01.0652960,First A,yes,Second 2,09/30/2021 12:21:04,09/30/2021 12:21:05,00:00:01.0602650,Second 2 B,30.0%,no,09/30/2021 12:21:08
61,yes,09/30/2021 12:21:08,00:00:00.0186280,09/30/2021 12:21:08,09/30/2021 12:21:09,00:00:00.9795840,First A,yes,Second 2,09/30/2021 12:21:11,09/30/2021 12:21:12,00:00:01.0142240,Second 2 B,30.0%,no,09/30/2021 12:21:15
62,yes,09/30/2021 12:21:15,00:00:00.5684800,09/30/2021 12:21:15,09/30/2021 12:21:16,00:00:00.9633950,First A,no,Second 1,09/30/2021 12:21:18,09/30/2021 12:21:19,00:00:01.1654960,Second 1 A,30.0%,no,09/30/2021 12:21:22
63,yes,09/30/2021 12:21:22,00:00:02.3540470,09/30/2021 12:21:24,09/30/2021 12:21:25,00:00:01.0302370,First A,no,Second 1,09/30/2021 12:21:27,09/30/2021 12:21:28,00:00:01.5405560,Second 1 B,70.0%,yes,09/30/2021 12:21:31
64,yes,09/30/2021 12:21:31,00:00:03.3047140,09/30/2021 12:21:35,09/30/2021 12:21:36,00:00:01.0860000,First A,yes,Second 2,09/30/2021 12:21:37,09/30/2021 12:21:38,00:00:00.9653070,Second 2 A,30.0%,no,09/30/2021 12:21:41
65,yes,09/30/2021 12:21:41,00:00:00.3549610,09/30/2021 12:21:41,09/30/2021 12:21:43,00:00:01.1832400,First B,no,Second 2,09/30/2021 12:21:44,09/30/2021 12:21:45,00:00:01.3326260,Second 2 A,30.0%,no,09/30/2021 12:21:49
66,yes,09/30/2021 12:21:49,00:00:03.5881630,09/30/2021 12:21:52,09/30/2021 12:21:53,00:00:01.0816160,First B,no,Second 2,09/30/2021 12:21:55,09/30/2021 12:21:56,00:00:01.5213090,Second 2 A,30.0%,no,09/30/2021 12:21:59
67,yes,09/30/2021 12:21:59,00:00:04.8977810,09/30/2021 12:22:04,09/30/2021 12:22:05,00:00:01.0331520,First B,yes,Second 1,09/30/2021 12:22:07,09/30/2021 12:22:08,00:00:01.4497110,Second 1 A,30.0%,no,09/30/2021 12:22:11
68,yes,09/30/2021 12:22:11,00:00:00.7687740,09/30/2021 12:22:12,09/30/2021 12:22:13,00:00:01.0505070,First B,no,Second 2,09/30/2021 12:22:14,09/30/2021 12:22:16,00:00:01.2133580,Second 2 B,30.0%,no,09/30/2021 12:22:19
69,yes,09/30/2021 12:22:19,00:00:00.6037960,09/30/2021 12:22:19,09/30/2021 12:22:20,00:00:01.0501390,First B,yes,Second 1,09/30/2021 12:22:22,09/30/2021 12:22:23,00:00:01.0296730,Second 1 A,30.0%,no,09/30/2021 12:22:26
70,yes,09/30/2021 12:22:26,00:00:00.2002470,09/30/2021 12:22:26,09/30/2021 12:22:27,00:00:01.0120060,First B,yes,Second 1,09/30/2021 12:22:29,09/30/2021 12:22:30,00:00:01.2163720,Second 1 A,30.0%,no,09/30/2021 12:22:33
71,yes,09/30/2021 12:22:33,00:00:02.1281530,09/30/2021 12:22:35,09/30/2021 12:22:36,00:00:01.3801850,First B,yes,Second 1,09/30/2021 12:22:38,09/30/2021 12:22:39,00:00:01.0141780,Second 1 B,70.0%,yes,09/30/2021 12:22:42
72,yes,09/30/2021 12:22:42,00:00:00.5022470,09/30/2021 12:22:42,09/30/2021 12:22:43,00:00:01.0996640,First B,yes,Second 1,09/30/2021 12:22:45,09/30/2021 12:22:46,00:00:01.0624820,Second 1 B,70.0%,yes,09/30/2021 12:22:49
73,yes,09/30/2021 12:22:49,00:00:01.1705870,09/30/2021 12:22:50,09/30/2021 12:22:51,00:00:01.2330180,First B,yes,Second 1,09/30/2021 12:22:53,09/30/2021 12:22:54,00:00:01.1012400,Second 1 B,70.0%,yes,09/30/2021 12:22:57
74,yes,09/30/2021 12:22:57,00:00:01.7228440,09/30/2021 12:22:59,09/30/2021 12:23:00,00:00:01.1486920,First B,no,Second 2,09/30/2021 12:23:01,09/30/2021 12:23:03,00:00:01.4839040,Second 2 A,30.0%,yes,09/30/2021 12:23:06
75,yes,09/30/2021 12:23:06,00:00:00.0322180,09/30/2021 12:23:06,09/30/2021 12:23:07,00:00:01.1337450,First B,yes,Second 1,09/30/2021 12:23:09,09/30/2021 12:23:10,00:00:01.0137440,Second 1 B,70.0%,yes,09/30/2021 12:23:13
76,yes,09/30/2021 12:23:13,00:00:00.0502400,09/30/2021 12:23:13,09/30/2021 12:23:14,00:00:01.0642430,First B,yes,Second 1,09/30/2021 12:23:15,09/30/2021 12:23:16,00:00:00.9462620,Second 1 B,70.0%,yes,09/30/2021 12:23:19
77,yes,09/30/2021 12:23:19,00:00:00.6009470,09/30/2021 12:23:20,09/30/2021 12:23:21,00:00:01.1510670,First B,no,Second 2,09/30/2021 12:23:22,09/30/2021 12:23:24,00:00:01.3124990,Second 2 A,30.0%,yes,09/30/2021 12:23:27
78,yes,09/30/2021 12:23:27,00:00:00.9104760,09/30/2021 12:23:28,09/30/2021 12:23:29,00:00:01.0427540,First B,yes,Second 1,09/30/2021 12:23:30,09/30/2021 12:23:31,00:00:00.8809010,Second 1 B,70.0%,no,09/30/2021 12:23:34
79,yes,09/30/2021 12:23:34,00:00:04.2400630,09/30/2021 12:23:38,09/30/2021 12:23:39,00:00:00.9200270,First B,yes,Second 1,09/30/2021 12:23:41,09/30/2021 12:23:42,00:00:00.9344770,Second 1 B,70.0%,yes,09/30/2021 12:23:45
80,yes,09/30/2021 12:23:45,00:00:01.2347860,09/30/2021 12:23:46,09/30/2021 12:23:48,00:00:01.5652700,First B,no,Second 2,09/30/2021 12:23:49,09/30/2021 12:23:50,00:00:01.2825800,Second 2 A,30.0%,no,09/30/2021 12:23:53
81,yes,09/30/2021 12:23:53,00:00:01.5214300,09/30/2021 12:23:55,09/30/2021 12:23:56,00:00:00.9831030,First B,no,Second 2,09/30/2021 12:23:57,09/30/2021 12:23:59,00:00:01.1850910,Second 2 A,30.0%,no,09/30/2021 12:24:02
82,yes,09/30/2021 12:24:02,00:00:01.4208120,09/30/2021 12:24:03,09/30/2021 12:24:04,00:00:01.1689550,First B,yes,Second 1,09/30/2021 12:24:06,09/30/2021 12:24:07,00:00:01.0989740,Second 1 B,70.0%,yes,09/30/2021 12:24:10
83,yes,09/30/2021 12:24:10,00:00:00.9713240,09/30/2021 12:24:11,09/30/2021 12:24:12,00:00:01.1499270,First B,yes,Second 1,09/30/2021 12:24:13,09/30/2021 12:24:14,00:00:01.0354270,Second 1 B,70.0%,yes,09/30/2021 12:24:17
84,yes,09/30/2021 12:24:17,00:00:00.1540550,09/30/2021 12:24:18,09/30/2021 12:24:19,00:00:01.1644410,First B,yes,Second 1,09/30/2021 12:24:20,09/30/2021 12:24:21,00:00:01.0011690,Second 1 B,70.0%,yes,09/30/2021 12:24:24
85,yes,09/30/2021 12:24:24,00:00:00.4016750,09/30/2021 12:24:25,09/30/2021 12:24:26,00:00:01.3169530,First B,yes,Second 1,09/30/2021 12:24:27,09/30/2021 12:24:28,00:00:00.9675460,Second 1 B,70.0%,no,09/30/2021 12:24:31
86,yes,09/30/2021 12:24:31,00:00:01.3388060,09/30/2021 12:24:33,09/30/2021 12:24:34,00:00:01.0167890,First B,yes,Second 1,09/30/2021 12:24:35,09/30/2021 12:24:36,00:00:00.9321150,Second 1 B,70.0%,yes,09/30/2021 12:24:39
87,yes,09/30/2021 12:24:39,00:00:03.6036470,09/30/2021 12:24:43,09/30/2021 12:24:44,00:00:01.2034130,First B,yes,Second 1,09/30/2021 12:24:46,09/30/2021 12:24:47,00:00:01.1316160,Second 1 B,70.0%,yes,09/30/2021 12:24:50
88,yes,09/30/2021 12:24:50,00:00:01.6370940,09/30/2021 12:24:51,09/30/2021 12:24:52,00:00:01.0308940,First B,no,Second 2,09/30/2021 12:24:54,09/30/2021 12:24:55,00:00:01.1148340,Second 2 A,30.0%,no,09/30/2021 12:24:58
89,yes,09/30/2021 12:24:58,00:00:01.8200780,09/30/2021 12:25:00,09/30/2021 12:25:01,00:00:00.9493270,First B,no,Second 2,09/30/2021 12:25:02,09/30/2021 12:25:03,00:00:01.0001040,Second 2 A,30.0%,no,09/30/2021 12:25:06
90,yes,09/30/2021 12:25:06,00:00:01.4215900,09/30/2021 12:25:08,09/30/2021 12:25:09,00:00:01.2347980,First B,yes,Second 1,09/30/2021 12:25:10,09/30/2021 12:25:11,00:00:00.9663800,Second 1 B,70.0%,no,09/30/2021 12:25:14
91,yes,09/30/2021 12:25:14,00:00:06.2316130,09/30/2021 12:25:21,09/30/2021 12:25:22,00:00:00.9996490,First B,no,Second 2,09/30/2021 12:25:23,09/30/2021 12:25:24,00:00:01.0809270,Second 2 A,30.0%,no,09/30/2021 12:25:27
92,yes,09/30/2021 12:25:27,00:00:00.4038880,09/30/2021 12:25:28,09/30/2021 12:25:29,00:00:00.9630000,First B,yes,Second 1,09/30/2021 12:25:30,09/30/2021 12:25:31,00:00:00.9613730,Second 1 B,70.0%,no,09/30/2021 12:25:34
93,yes,09/30/2021 12:25:34,00:00:00.1700940,09/30/2021 12:25:34,09/30/2021 12:25:35,00:00:00.8629930,First B,no,Second 2,09/30/2021 12:25:37,09/30/2021 12:25:38,00:00:01.1693820,Second 2 A,30.0%,no,09/30/2021 12:25:41
94,yes,09/30/2021 12:25:41,00:00:01.4689650,09/30/2021 12:25:42,09/30/2021 12:25:43,00:00:01.0834110,First B,yes,Second 1,09/30/2021 12:25:45,09/30/2021 12:25:46,00:00:01.0333840,Second 1 B,70.0%,yes,09/30/2021 12:25:49
95,yes,09/30/2021 12:25:49,00:00:01.2983350,09/30/2021 12:25:50,09/30/2021 12:25:51,00:00:01.1655170,First B,yes,Second 1,09/30/2021 12:25:53,09/30/2021 12:25:54,00:00:01.0502440,Second 1 B,70.0%,yes,09/30/2021 12:25:57
96,yes,09/30/2021 12:25:57,00:00:00.1328690,09/30/2021 12:25:57,09/30/2021 12:25:58,00:00:01.1190430,First B,no,Second 2,09/30/2021 12:26:00,09/30/2021 12:26:01,00:00:01.1116670,Second 2 A,30.0%,yes,09/30/2021 12:26:04
97,yes,09/30/2021 12:26:04,00:00:02.7403040,09/30/2021 12:26:07,09/30/2021 12:26:08,00:00:01.1308530,First B,yes,Second 1,09/30/2021 12:26:09,09/30/2021 12:26:10,00:00:01.0659070,Second 1 B,70.0%,no,09/30/2021 12:26:13
98,yes,09/30/2021 12:26:13,00:00:00.4796240,09/30/2021 12:26:14,09/30/2021 12:26:15,00:00:01.0654350,First B,no,Second 2,09/30/2021 12:26:16,09/30/2021 12:26:18,00:00:01.2182310,Second 2 A,30.0%,no,09/30/2021 12:26:21
99,yes,09/30/2021 12:26:21,00:00:00.0369820,09/30/2021 12:26:21,09/30/2021 12:26:22,00:00:01.0672360,First B,no,Second 2,09/30/2021 12:26:23,09/30/2021 12:26:24,00:00:00.9989750,Second 2 A,30.0%,no,09/30/2021 12:26:27
