TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
12,yes,09/30/2021 19:26:22,00:00:00.1663010,09/30/2021 19:26:22,09/30/2021 19:26:24,00:00:01.4551000,First B,no,Second 1,09/30/2021 19:26:25,09/30/2021 19:26:27,00:00:01.3356580,Second 1 A,70.0%,yes,09/30/2021 19:26:30
13,yes,09/30/2021 19:26:30,00:00:01.2876540,09/30/2021 19:26:31,09/30/2021 19:26:32,00:00:00.8534840,First B,yes,Second 2,09/30/2021 19:26:33,09/30/2021 19:26:34,00:00:00.9705590,Second 2 B,30.0%,no,09/30/2021 19:26:37
14,yes,09/30/2021 19:26:37,00:00:02.4916030,09/30/2021 19:26:40,09/30/2021 19:26:41,00:00:00.9211490,First B,yes,Second 2,09/30/2021 19:26:42,09/30/2021 19:26:43,00:00:00.7008630,Second 2 B,30.0%,no,09/30/2021 19:26:46
15,yes,09/30/2021 19:26:46,00:00:00.4682230,09/30/2021 19:26:46,09/30/2021 19:26:48,00:00:01.1216770,First B,yes,Second 2,09/30/2021 19:26:49,09/30/2021 19:26:50,00:00:01.0544330,Second 2 A,30.0%,no,09/30/2021 19:26:53
16,yes,09/30/2021 19:26:53,00:00:03.6926010,09/30/2021 19:26:57,09/30/2021 19:26:58,00:00:00.8707670,First B,no,Second 1,09/30/2021 19:26:59,09/30/2021 19:27:00,00:00:00.8834860,Second 1 A,70.0%,yes,09/30/2021 19:27:03
17,yes,09/30/2021 19:27:03,00:00:01.8369750,09/30/2021 19:27:05,09/30/2021 19:27:06,00:00:00.9028310,First B,yes,Second 2,09/30/2021 19:27:07,09/30/2021 19:27:08,00:00:00.9530030,Second 2 A,30.0%,yes,09/30/2021 19:27:11
18,yes,09/30/2021 19:27:11,00:00:03.3720210,09/30/2021 19:27:15,09/30/2021 19:27:15,00:00:00.8355950,First B,yes,Second 2,09/30/2021 19:27:17,09/30/2021 19:27:18,00:00:01.0029910,Second 2 A,30.0%,no,09/30/2021 19:27:21
19,no,09/30/2021 19:27:21,00:00:01.7396670,09/30/2021 19:27:23,09/30/2021 19:27:24,00:00:00.9351950,First B,yes,Second 2,09/30/2021 19:27:25,,,,,,09/30/2021 19:27:27
20,yes,09/30/2021 19:27:27,00:00:01.7678970,09/30/2021 19:27:29,09/30/2021 19:27:30,00:00:00.9876150,First B,no,Second 1,09/30/2021 19:27:31,09/30/2021 19:27:32,00:00:01.0197130,Second 1 A,70.0%,yes,09/30/2021 19:27:35
21,yes,09/30/2021 19:27:35,00:00:00.1025730,09/30/2021 19:27:36,09/30/2021 19:27:37,00:00:01.0690610,First B,yes,Second 2,09/30/2021 19:27:38,09/30/2021 19:27:39,00:00:01.3042750,Second 2 A,30.0%,no,09/30/2021 19:27:42
22,yes,09/30/2021 19:27:42,00:00:06.2837300,09/30/2021 19:27:49,09/30/2021 19:27:50,00:00:01.0857040,First B,no,Second 1,09/30/2021 19:27:51,09/30/2021 19:27:52,00:00:00.8537820,Second 1 A,70.0%,no,09/30/2021 19:27:55
23,yes,09/30/2021 19:27:55,00:00:03.6085190,09/30/2021 19:27:59,09/30/2021 19:28:00,00:00:00.8688270,First B,yes,Second 2,09/30/2021 19:28:01,09/30/2021 19:28:02,00:00:00.7519210,Second 2 B,30.0%,yes,09/30/2021 19:28:05
24,yes,09/30/2021 19:28:05,00:00:01.0206330,09/30/2021 19:28:06,09/30/2021 19:28:07,00:00:00.8177390,First B,yes,Second 2,09/30/2021 19:28:08,09/30/2021 19:28:09,00:00:01.0696930,Second 2 A,30.0%,no,09/30/2021 19:28:12
25,yes,09/30/2021 19:28:12,00:00:00.8027710,09/30/2021 19:28:13,09/30/2021 19:28:14,00:00:00.7690280,First B,yes,Second 2,09/30/2021 19:28:15,09/30/2021 19:28:16,00:00:00.8535390,Second 2 B,30.0%,no,09/30/2021 19:28:19
26,yes,09/30/2021 19:28:19,00:00:00.4993020,09/30/2021 19:28:20,09/30/2021 19:28:21,00:00:00.8210970,First B,yes,Second 2,09/30/2021 19:28:22,09/30/2021 19:28:23,00:00:01.0879070,Second 2 B,30.0%,no,09/30/2021 19:28:26
27,yes,09/30/2021 19:28:26,00:00:00.0683880,09/30/2021 19:28:26,09/30/2021 19:28:27,00:00:01.1866830,First B,no,Second 1,09/30/2021 19:28:29,09/30/2021 19:28:30,00:00:01.0672410,Second 1 A,70.0%,no,09/30/2021 19:28:33
28,yes,09/30/2021 19:28:33,00:00:02.9889700,09/30/2021 19:28:36,09/30/2021 19:28:37,00:00:01.1712330,First B,no,Second 1,09/30/2021 19:28:39,09/30/2021 19:28:40,00:00:01.0373280,Second 1 A,70.0%,yes,09/30/2021 19:28:43
29,yes,09/30/2021 19:28:43,00:00:00.5826320,09/30/2021 19:28:43,09/30/2021 19:28:45,00:00:01.4694300,First B,no,Second 1,09/30/2021 19:28:46,09/30/2021 19:28:47,00:00:01.2026440,Second 1 A,70.0%,yes,09/30/2021 19:28:50
