TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
17,yes,10/02/2021 14:22:18,00:00:05.6931740,10/02/2021 14:22:24,10/02/2021 14:22:25,00:00:00.7763430,First A,no,Second 1,10/02/2021 14:22:26,10/02/2021 14:22:27,00:00:00.7893030,Second 1 A,30.0%,no,10/02/2021 14:22:30
18,yes,10/02/2021 14:22:30,00:00:06.3172850,10/02/2021 14:22:36,10/02/2021 14:22:37,00:00:00.8240650,First B,no,Second 2,10/02/2021 14:22:39,10/02/2021 14:22:39,00:00:00.8393510,Second 2 A,30.0%,no,10/02/2021 14:22:42
19,yes,10/02/2021 14:22:42,00:00:02.0684800,10/02/2021 14:22:44,10/02/2021 14:22:45,00:00:00.9394520,First B,yes,Second 1,10/02/2021 14:22:47,10/02/2021 14:22:48,00:00:01.0930870,Second 1 B,70.0%,yes,10/02/2021 14:22:51
20,no,10/02/2021 14:22:51,00:00:00.9105550,10/02/2021 14:22:52,,,,,,,,,,,,10/02/2021 14:22:54
21,yes,10/02/2021 14:22:54,00:00:03.7462660,10/02/2021 14:22:58,10/02/2021 14:22:59,00:00:00.9208310,First B,yes,Second 1,10/02/2021 14:23:00,10/02/2021 14:23:01,00:00:01.0904660,Second 1 B,70.0%,no,10/02/2021 14:23:04
22,yes,10/02/2021 14:23:04,00:00:01.0938830,10/02/2021 14:23:05,10/02/2021 14:23:06,00:00:00.9757330,First B,yes,Second 1,10/02/2021 14:23:08,10/02/2021 14:23:09,00:00:00.8221840,Second 1 B,70.0%,no,10/02/2021 14:23:12
23,yes,10/02/2021 14:23:12,00:00:05.1601850,10/02/2021 14:23:17,10/02/2021 14:23:18,00:00:00.9194800,First B,yes,Second 1,10/02/2021 14:23:19,10/02/2021 14:23:20,00:00:01.0259820,Second 1 B,70.0%,no,10/02/2021 14:23:23
24,yes,10/02/2021 14:23:23,00:00:01.2913620,10/02/2021 14:23:25,10/02/2021 14:23:25,00:00:00.8053720,First A,no,Second 1,10/02/2021 14:23:27,10/02/2021 14:23:28,00:00:01.3770410,Second 1 A,30.0%,no,10/02/2021 14:23:31
25,yes,10/02/2021 14:23:31,00:00:02.7889920,10/02/2021 14:23:34,10/02/2021 14:23:35,00:00:00.9258450,First B,yes,Second 1,10/02/2021 14:23:37,10/02/2021 14:23:37,00:00:00.8572850,Second 1 A,30.0%,no,10/02/2021 14:23:40
26,yes,10/02/2021 14:23:40,00:00:03.6806000,10/02/2021 14:23:44,10/02/2021 14:23:46,00:00:01.6090220,First B,no,Second 2,10/02/2021 14:23:47,10/02/2021 14:23:49,00:00:01.4100440,Second 2 A,30.0%,no,10/02/2021 14:23:52
27,yes,10/02/2021 14:23:52,00:00:00.5540300,10/02/2021 14:23:52,10/02/2021 14:23:53,00:00:00.8394710,First A,yes,Second 2,10/02/2021 14:23:55,10/02/2021 14:23:55,00:00:00.9051350,Second 2 A,30.0%,no,10/02/2021 14:23:58
28,yes,10/02/2021 14:23:58,00:00:00.5409380,10/02/2021 14:23:59,10/02/2021 14:24:00,00:00:00.8908420,First B,yes,Second 1,10/02/2021 14:24:01,10/02/2021 14:24:02,00:00:00.9055280,Second 1 B,70.0%,yes,10/02/2021 14:24:05
