TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
19,yes,09/30/2021 19:47:21,00:00:02.0729860,09/30/2021 19:47:23,09/30/2021 19:47:24,00:00:01.1664420,First A,yes,Second 1,09/30/2021 19:47:25,09/30/2021 19:47:27,00:00:01.2020610,Second 1 A,70.0%,yes,09/30/2021 19:47:30
20,yes,09/30/2021 19:47:30,00:00:01.9561520,09/30/2021 19:47:32,09/30/2021 19:47:33,00:00:01.1852520,First A,yes,Second 1,09/30/2021 19:47:34,09/30/2021 19:47:36,00:00:01.2362760,Second 1 A,70.0%,yes,09/30/2021 19:47:39
21,yes,09/30/2021 19:47:39,00:00:01.8858630,09/30/2021 19:47:40,09/30/2021 19:47:42,00:00:01.2362510,First A,yes,Second 1,09/30/2021 19:47:43,09/30/2021 19:47:44,00:00:01.1860600,Second 1 B,30.0%,no,09/30/2021 19:47:47
22,no,09/30/2021 19:47:47,00:00:02.2221460,09/30/2021 19:47:50,,,,,,,,,,,,09/30/2021 19:47:52
23,yes,09/30/2021 19:47:52,00:00:00.3170330,09/30/2021 19:47:52,09/30/2021 19:47:53,00:00:01.3388710,First A,yes,Second 1,09/30/2021 19:47:55,09/30/2021 19:47:57,00:00:01.7503100,Second 1 A,70.0%,no,09/30/2021 19:48:00
24,yes,09/30/2021 19:48:00,00:00:00.6221780,09/30/2021 19:48:00,09/30/2021 19:48:02,00:00:01.4671170,First B,yes,Second 2,09/30/2021 19:48:03,09/30/2021 19:48:04,00:00:01.2541030,Second 2 B,30.0%,no,09/30/2021 19:48:07
25,yes,09/30/2021 19:48:07,00:00:01.4230860,09/30/2021 19:48:09,09/30/2021 19:48:10,00:00:01.2191860,First A,yes,Second 1,09/30/2021 19:48:12,09/30/2021 19:48:13,00:00:01.2368470,Second 1 A,70.0%,no,09/30/2021 19:48:16
26,yes,09/30/2021 19:48:16,00:00:02.9908370,09/30/2021 19:48:19,09/30/2021 19:48:20,00:00:01.2197870,First B,yes,Second 2,09/30/2021 19:48:21,09/30/2021 19:48:23,00:00:01.2330470,Second 2 B,30.0%,no,09/30/2021 19:48:26
27,yes,09/30/2021 19:48:26,00:00:03.1562450,09/30/2021 19:48:29,09/30/2021 19:48:30,00:00:01.2863290,First A,no,Second 2,09/30/2021 19:48:32,09/30/2021 19:48:33,00:00:01.2493210,Second 2 B,30.0%,no,09/30/2021 19:48:36
28,yes,09/30/2021 19:48:36,00:00:02.1203880,09/30/2021 19:48:38,09/30/2021 19:48:39,00:00:01.3226010,First A,yes,Second 1,09/30/2021 19:48:41,09/30/2021 19:48:42,00:00:01.2842630,Second 1 B,30.0%,no,09/30/2021 19:48:45
29,yes,09/30/2021 19:48:45,00:00:02.4737860,09/30/2021 19:48:48,09/30/2021 19:48:49,00:00:01.2720830,First A,no,Second 2,09/30/2021 19:48:50,09/30/2021 19:48:52,00:00:01.3335860,Second 2 A,30.0%,yes,09/30/2021 19:48:55
30,yes,09/30/2021 19:48:55,00:00:00.1181910,09/30/2021 19:48:55,09/30/2021 19:48:56,00:00:01.2692810,First B,yes,Second 2,09/30/2021 19:48:58,09/30/2021 19:48:59,00:00:01.3170820,Second 2 A,30.0%,no,09/30/2021 19:49:02
31,yes,09/30/2021 19:49:02,00:00:02.0568970,09/30/2021 19:49:04,09/30/2021 19:49:05,00:00:01.3007430,First B,yes,Second 2,09/30/2021 19:49:07,09/30/2021 19:49:08,00:00:01.3360080,Second 2 B,30.0%,no,09/30/2021 19:49:11
32,yes,09/30/2021 19:49:11,00:00:02.7911900,09/30/2021 19:49:14,09/30/2021 19:49:15,00:00:01.3346530,First B,yes,Second 2,09/30/2021 19:49:17,09/30/2021 19:49:18,00:00:01.4335150,Second 2 B,30.0%,yes,09/30/2021 19:49:21
33,yes,09/30/2021 19:49:21,00:00:04.2444830,09/30/2021 19:49:26,09/30/2021 19:49:27,00:00:01.2712460,First B,yes,Second 2,09/30/2021 19:49:28,09/30/2021 19:49:30,00:00:01.3215560,Second 2 B,30.0%,no,09/30/2021 19:49:33
34,yes,09/30/2021 19:49:33,00:00:01.1865520,09/30/2021 19:49:34,09/30/2021 19:49:35,00:00:01.4030760,First A,no,Second 2,09/30/2021 19:49:37,09/30/2021 19:49:38,00:00:01.2176850,Second 2 B,30.0%,no,09/30/2021 19:49:41
35,yes,09/30/2021 19:49:41,00:00:01.1838500,09/30/2021 19:49:42,09/30/2021 19:49:43,00:00:01.2042730,First A,yes,Second 1,09/30/2021 19:49:45,09/30/2021 19:49:46,00:00:01.2204480,Second 1 B,30.0%,yes,09/30/2021 19:49:49
36,yes,09/30/2021 19:49:49,00:00:01.2194500,09/30/2021 19:49:50,09/30/2021 19:49:51,00:00:01.1686570,First B,yes,Second 2,09/30/2021 19:49:53,09/30/2021 19:49:54,00:00:01.2531450,Second 2 B,30.0%,yes,09/30/2021 19:49:57
37,yes,09/30/2021 19:49:57,00:00:00.5164910,09/30/2021 19:49:58,09/30/2021 19:49:59,00:00:01.1517600,First A,yes,Second 1,09/30/2021 19:50:00,09/30/2021 19:50:02,00:00:01.1873030,Second 1 B,30.0%,no,09/30/2021 19:50:05
38,yes,09/30/2021 19:50:05,00:00:03.0895940,09/30/2021 19:50:08,09/30/2021 19:50:09,00:00:01.1496940,First A,yes,Second 1,09/30/2021 19:50:10,09/30/2021 19:50:12,00:00:01.7889310,Second 1 A,70.0%,yes,09/30/2021 19:50:15
39,yes,09/30/2021 19:50:15,00:00:01.3223100,09/30/2021 19:50:16,09/30/2021 19:50:18,00:00:01.4534000,First B,yes,Second 2,09/30/2021 19:50:19,09/30/2021 19:50:21,00:00:01.6860950,Second 2 A,30.0%,yes,09/30/2021 19:50:24
40,yes,09/30/2021 19:50:24,00:00:00.1329070,09/30/2021 19:50:24,09/30/2021 19:50:26,00:00:01.2858230,First A,yes,Second 1,09/30/2021 19:50:27,09/30/2021 19:50:28,00:00:01.3359820,Second 1 A,70.0%,yes,09/30/2021 19:50:31
41,yes,09/30/2021 19:50:31,00:00:03.1063140,09/30/2021 19:50:34,09/30/2021 19:50:36,00:00:01.1188930,First B,yes,Second 2,09/30/2021 19:50:37,09/30/2021 19:50:38,00:00:01.4134840,Second 2 A,30.0%,no,09/30/2021 19:50:42
42,yes,09/30/2021 19:50:42,00:00:00.2513430,09/30/2021 19:50:42,09/30/2021 19:50:43,00:00:01.4530580,First B,yes,Second 2,09/30/2021 19:50:45,09/30/2021 19:50:46,00:00:01.6188880,Second 2 A,30.0%,no,09/30/2021 19:50:49
43,yes,09/30/2021 19:50:49,00:00:01.8204240,09/30/2021 19:50:51,09/30/2021 19:50:53,00:00:01.4856340,First B,yes,Second 2,09/30/2021 19:50:54,09/30/2021 19:50:55,00:00:01.1704040,Second 2 A,30.0%,no,09/30/2021 19:50:58
44,yes,09/30/2021 19:50:58,00:00:01.4008370,09/30/2021 19:51:00,09/30/2021 19:51:01,00:00:01.1027030,First A,yes,Second 1,09/30/2021 19:51:02,09/30/2021 19:51:04,00:00:01.1845990,Second 1 A,70.0%,yes,09/30/2021 19:51:07
45,yes,09/30/2021 19:51:07,00:00:00.7529490,09/30/2021 19:51:07,09/30/2021 19:51:09,00:00:01.5362090,First B,yes,Second 2,09/30/2021 19:51:10,09/30/2021 19:51:12,00:00:01.5181410,Second 2 B,30.0%,no,09/30/2021 19:51:15
46,no,09/30/2021 19:51:15,00:00:01.6190720,09/30/2021 19:51:16,,,,,,,,,,,,09/30/2021 19:51:18
47,yes,09/30/2021 19:51:18,00:00:00.3360090,09/30/2021 19:51:19,09/30/2021 19:51:20,00:00:01.1497900,First A,yes,Second 1,09/30/2021 19:51:21,09/30/2021 19:51:23,00:00:01.3701450,Second 1 A,70.0%,yes,09/30/2021 19:51:26
48,yes,09/30/2021 19:51:26,00:00:00.9013200,09/30/2021 19:51:27,09/30/2021 19:51:28,00:00:01.1840020,First A,yes,Second 1,09/30/2021 19:51:29,09/30/2021 19:51:31,00:00:01.2819770,Second 1 B,30.0%,no,09/30/2021 19:51:34
49,yes,09/30/2021 19:51:34,00:00:01.0023120,09/30/2021 19:51:35,09/30/2021 19:51:36,00:00:01.4862320,First B,no,Second 1,09/30/2021 19:51:38,09/30/2021 19:51:39,00:00:01.4355350,Second 1 A,70.0%,yes,09/30/2021 19:51:42
50,yes,09/30/2021 19:51:42,00:00:01.1227490,09/30/2021 19:51:43,09/30/2021 19:51:44,00:00:01.1519480,First A,yes,Second 1,09/30/2021 19:51:46,09/30/2021 19:51:47,00:00:01.3502750,Second 1 B,30.0%,yes,09/30/2021 19:51:50
51,no,09/30/2021 19:51:50,00:00:05.3964400,09/30/2021 19:51:56,,,,,,,,,,,,09/30/2021 19:51:58
52,no,09/30/2021 19:51:58,00:00:02.6734290,09/30/2021 19:52:00,,,,,,,,,,,,09/30/2021 19:52:02
53,no,09/30/2021 19:52:02,00:00:02.9097520,09/30/2021 19:52:05,09/30/2021 19:52:06,00:00:01.1340410,First B,yes,Second 2,09/30/2021 19:52:08,09/30/2021 19:52:09,00:00:01.3198360,Second 2 A,,,09/30/2021 19:52:11
