TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
16,yes,09/29/2021 12:08:42,00:00:01.5500230,09/29/2021 12:08:44,09/29/2021 12:08:45,00:00:01.3817170,First B,no,Second 1,09/29/2021 12:08:47,09/29/2021 12:08:47,00:00:00.2514940,Second 1 A,30.0%,no,09/29/2021 12:08:50
17,yes,09/29/2021 12:08:50,00:00:01.5815400,09/29/2021 12:08:52,09/29/2021 12:08:53,00:00:01.2664360,First B,yes,Second 2,09/29/2021 12:08:55,09/29/2021 12:08:55,00:00:00.0977810,Second 2 B,30.0%,no,09/29/2021 12:08:58
18,no,09/29/2021 12:08:58,00:00:01.0669940,09/29/2021 12:08:59,,,,,,,,,,,,09/29/2021 12:09:01
19,yes,09/29/2021 12:09:01,00:00:03.7998720,09/29/2021 12:09:05,09/29/2021 12:09:06,00:00:01.8309260,First B,yes,Second 2,09/29/2021 12:09:08,09/29/2021 12:09:09,00:00:01.4662970,Second 2 A,30.0%,no,09/29/2021 12:09:12
20,yes,09/29/2021 12:09:12,00:00:01.5150960,09/29/2021 12:09:14,09/29/2021 12:09:15,00:00:01.4670230,First A,yes,Second 1,09/29/2021 12:09:17,09/29/2021 12:09:17,00:00:00.4999320,Second 1 B,70.0%,yes,09/29/2021 12:09:20
21,no,09/29/2021 12:09:20,00:00:01.0165130,09/29/2021 12:09:21,09/29/2021 12:09:23,00:00:01.2480020,First A,yes,Second 1,09/29/2021 12:09:24,,,,,,09/29/2021 12:09:26
22,yes,09/29/2021 12:09:26,00:00:05.6134370,09/29/2021 12:09:32,09/29/2021 12:09:33,00:00:01.3666910,First B,yes,Second 2,09/29/2021 12:09:35,09/29/2021 12:09:35,00:00:00.3161770,Second 2 B,30.0%,no,09/29/2021 12:09:38
23,yes,09/29/2021 12:09:38,00:00:01.0662030,09/29/2021 12:09:39,09/29/2021 12:09:40,00:00:01.1655940,First B,yes,Second 2,09/29/2021 12:09:42,09/29/2021 12:09:43,00:00:01.4972940,Second 2 A,30.0%,no,09/29/2021 12:09:46
24,no,09/29/2021 12:09:46,00:00:00.2328640,09/29/2021 12:09:47,,,,,,,,,,,,09/29/2021 12:09:49
25,yes,09/29/2021 12:09:49,00:00:04.8310650,09/29/2021 12:09:53,09/29/2021 12:09:55,00:00:01.2486880,First B,yes,Second 2,09/29/2021 12:09:56,09/29/2021 12:09:57,00:00:00.3337410,Second 2 B,30.0%,no,09/29/2021 12:10:00
26,yes,09/29/2021 12:10:00,00:00:00.1170520,09/29/2021 12:10:00,09/29/2021 12:10:01,00:00:01.5157650,First B,yes,Second 2,09/29/2021 12:10:03,09/29/2021 12:10:04,00:00:00.9985530,Second 2 A,30.0%,no,09/29/2021 12:10:07
27,yes,09/29/2021 12:10:07,00:00:01.1648070,09/29/2021 12:10:08,09/29/2021 12:10:09,00:00:01.2308970,First B,yes,Second 2,09/29/2021 12:10:11,09/29/2021 12:10:11,00:00:00.0823740,Second 2 B,30.0%,yes,09/29/2021 12:10:14
28,no,09/29/2021 12:10:14,00:00:00.0833390,09/29/2021 12:10:14,09/29/2021 12:10:15,00:00:01.2828320,First B,no,Second 1,09/29/2021 12:10:17,,,,,,09/29/2021 12:10:19
29,yes,09/29/2021 12:10:19,00:00:00.8841870,09/29/2021 12:10:20,09/29/2021 12:10:21,00:00:01.8153460,First A,yes,Second 1,09/29/2021 12:10:23,09/29/2021 12:10:23,00:00:00.0825240,Second 1 A,30.0%,no,09/29/2021 12:10:26
30,yes,09/29/2021 12:10:26,00:00:01.3010510,09/29/2021 12:10:27,09/29/2021 12:10:28,00:00:01.1808850,First A,yes,Second 1,09/29/2021 12:10:30,09/29/2021 12:10:30,00:00:00.3661490,Second 1 B,70.0%,no,09/29/2021 12:10:33
31,yes,09/29/2021 12:10:33,00:00:00.8506120,09/29/2021 12:10:34,09/29/2021 12:10:36,00:00:01.4813190,First B,yes,Second 2,09/29/2021 12:10:37,09/29/2021 12:10:38,00:00:00.2840830,Second 2 B,30.0%,no,09/29/2021 12:10:41
32,yes,09/29/2021 12:10:41,00:00:02.2671750,09/29/2021 12:10:43,09/29/2021 12:10:44,00:00:01.2155690,First A,yes,Second 1,09/29/2021 12:10:46,09/29/2021 12:10:47,00:00:01.7835980,Second 1 A,30.0%,no,09/29/2021 12:10:50
33,yes,09/29/2021 12:10:50,00:00:00.1486710,09/29/2021 12:10:51,09/29/2021 12:10:52,00:00:01.3155520,First B,yes,Second 2,09/29/2021 12:10:53,09/29/2021 12:10:54,00:00:00.1491950,Second 2 A,30.0%,yes,09/29/2021 12:10:57
34,no,09/29/2021 12:10:57,00:00:02.4992770,09/29/2021 12:10:59,09/29/2021 12:11:00,00:00:01.2823880,First A,no,Second 2,09/29/2021 12:11:02,,,,,,09/29/2021 12:11:04
35,yes,09/29/2021 12:11:04,00:00:00.1678150,09/29/2021 12:11:04,09/29/2021 12:11:06,00:00:01.6812950,First A,no,Second 2,09/29/2021 12:11:07,09/29/2021 12:11:07,00:00:00.2511740,Second 2 B,30.0%,yes,09/29/2021 12:11:11
36,yes,09/29/2021 12:11:11,00:00:02.8309400,09/29/2021 12:11:13,09/29/2021 12:11:15,00:00:01.2832060,First A,yes,Second 1,09/29/2021 12:11:16,09/29/2021 12:11:16,00:00:00.0327910,Second 1 A,30.0%,yes,09/29/2021 12:11:19
37,yes,09/29/2021 12:11:19,00:00:00.9838590,09/29/2021 12:11:20,09/29/2021 12:11:21,00:00:01.1321540,First B,yes,Second 2,09/29/2021 12:11:23,09/29/2021 12:11:23,00:00:00.2830140,Second 2 B,30.0%,yes,09/29/2021 12:11:26
38,yes,09/29/2021 12:11:26,00:00:02.6493750,09/29/2021 12:11:29,09/29/2021 12:11:30,00:00:01.1655900,First A,no,Second 2,09/29/2021 12:11:31,09/29/2021 12:11:32,00:00:00.1144710,Second 2 B,30.0%,no,09/29/2021 12:11:35
39,yes,09/29/2021 12:11:35,00:00:00.4656720,09/29/2021 12:11:35,09/29/2021 12:11:36,00:00:01.2326120,First A,yes,Second 1,09/29/2021 12:11:38,09/29/2021 12:11:39,00:00:01.2163140,Second 1 A,30.0%,no,09/29/2021 12:11:42
40,no,09/29/2021 12:11:42,00:00:00.1177020,09/29/2021 12:11:42,09/29/2021 12:11:43,00:00:01.2167460,First A,yes,Second 1,09/29/2021 12:11:45,,,,,,09/29/2021 12:11:47
41,yes,09/29/2021 12:11:47,00:00:00.2844820,09/29/2021 12:11:47,09/29/2021 12:11:49,00:00:01.2647770,First A,yes,Second 1,09/29/2021 12:11:50,09/29/2021 12:11:51,00:00:01.1829480,Second 1 B,70.0%,yes,09/29/2021 12:11:54
42,yes,09/29/2021 12:11:54,00:00:00.2983680,09/29/2021 12:11:55,09/29/2021 12:11:56,00:00:01.2672990,First B,yes,Second 2,09/29/2021 12:11:57,09/29/2021 12:11:59,00:00:01.2177600,Second 2 B,30.0%,no,09/29/2021 12:12:02
43,yes,09/29/2021 12:12:02,00:00:07.6814940,09/29/2021 12:12:09,09/29/2021 12:12:10,00:00:01.1801420,First A,no,Second 2,09/29/2021 12:12:12,09/29/2021 12:12:13,00:00:01.1825990,Second 2 A,30.0%,yes,09/29/2021 12:12:16
44,no,09/29/2021 12:12:16,00:00:01.5354130,09/29/2021 12:12:18,,,,,,,,,,,,09/29/2021 12:12:20
45,yes,09/29/2021 12:12:20,00:00:00.4336040,09/29/2021 12:12:20,09/29/2021 12:12:21,00:00:01.1505580,First B,no,Second 1,09/29/2021 12:12:23,09/29/2021 12:12:23,00:00:00.5848160,Second 1 B,70.0%,yes,09/29/2021 12:12:26
46,no,09/29/2021 12:12:26,00:00:01.5665910,09/29/2021 12:12:28,09/29/2021 12:12:29,00:00:01.2172210,First A,yes,Second 1,09/29/2021 12:12:31,,,,,,09/29/2021 12:12:33
