TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
19,yes,10/02/2021 12:31:47,00:00:04.1906970,10/02/2021 12:31:51,10/02/2021 12:31:52,00:00:01.1168220,First A,yes,Second 2,10/02/2021 12:31:54,10/02/2021 12:31:55,00:00:01.2335860,Second 2 B,70.0%,yes,10/02/2021 12:31:58
20,yes,10/02/2021 12:31:58,00:00:03.0360480,10/02/2021 12:32:01,10/02/2021 12:32:02,00:00:01.1323090,First A,yes,Second 2,10/02/2021 12:32:04,10/02/2021 12:32:05,00:00:01.3990410,Second 2 B,70.0%,yes,10/02/2021 12:32:08
21,yes,10/02/2021 12:32:08,00:00:01.2880830,10/02/2021 12:32:10,10/02/2021 12:32:11,00:00:01.0833270,First A,no,Second 1,10/02/2021 12:32:12,10/02/2021 12:32:14,00:00:01.4821260,Second 1 B,30.0%,no,10/02/2021 12:32:17
22,yes,10/02/2021 12:32:17,00:00:02.1233100,10/02/2021 12:32:19,10/02/2021 12:32:20,00:00:00.8637590,First A,no,Second 1,10/02/2021 12:32:21,10/02/2021 12:32:23,00:00:01.3703830,Second 1 A,30.0%,no,10/02/2021 12:32:26
23,yes,10/02/2021 12:32:26,00:00:01.8387930,10/02/2021 12:32:27,10/02/2021 12:32:28,00:00:01.0819290,First A,yes,Second 2,10/02/2021 12:32:30,10/02/2021 12:32:31,00:00:01.1152120,Second 2 B,70.0%,no,10/02/2021 12:32:34
24,yes,10/02/2021 12:32:34,00:00:00.0332900,10/02/2021 12:32:34,10/02/2021 12:32:35,00:00:01.1493920,First A,yes,Second 2,10/02/2021 12:32:37,10/02/2021 12:32:38,00:00:01.1313760,Second 2 B,70.0%,no,10/02/2021 12:32:41
25,yes,10/02/2021 12:32:41,00:00:00.0329230,10/02/2021 12:32:41,10/02/2021 12:32:42,00:00:00.8639430,First A,yes,Second 2,10/02/2021 12:32:43,10/02/2021 12:32:44,00:00:00.9467700,Second 2 B,70.0%,yes,10/02/2021 12:32:47
26,yes,10/02/2021 12:32:47,00:00:00.6552660,10/02/2021 12:32:48,10/02/2021 12:32:49,00:00:00.7995490,First A,no,Second 1,10/02/2021 12:32:50,10/02/2021 12:32:52,00:00:01.4018660,Second 1 A,30.0%,no,10/02/2021 12:32:55
27,yes,10/02/2021 12:32:55,00:00:02.4445010,10/02/2021 12:32:57,10/02/2021 12:32:58,00:00:01.0314110,First A,no,Second 1,10/02/2021 12:33:00,10/02/2021 12:33:01,00:00:01.3808510,Second 1 A,30.0%,no,10/02/2021 12:33:04
28,yes,10/02/2021 12:33:04,00:00:03.1953680,10/02/2021 12:33:07,10/02/2021 12:33:08,00:00:01.1133050,First A,yes,Second 2,10/02/2021 12:33:10,10/02/2021 12:33:11,00:00:01.0716260,Second 2 B,70.0%,yes,10/02/2021 12:33:14
29,no,10/02/2021 12:33:14,00:00:00.7186530,10/02/2021 12:33:15,10/02/2021 12:33:16,00:00:01.0833010,First A,yes,Second 2,10/02/2021 12:33:17,10/02/2021 12:33:19,00:00:01.5365830,Second 2 B,70.0%,yes,10/02/2021 12:33:21
30,no,10/02/2021 12:33:21,,,,,,,,,,,,,,01/01/0001 00:00:00
31,yes,10/02/2021 15:04:43,00:00:00.6405620,10/02/2021 15:04:44,10/02/2021 15:04:45,00:00:00.9562740,First A,no,Second 1,10/02/2021 15:04:46,10/02/2021 15:04:47,00:00:01.2344470,Second 1 A,30.0%,no,10/02/2021 15:04:50
32,yes,10/02/2021 15:04:50,00:00:01.1345820,10/02/2021 15:04:52,10/02/2021 15:04:52,00:00:00.8706850,First A,yes,Second 2,10/02/2021 15:04:54,10/02/2021 15:04:55,00:00:01.0130050,Second 2 B,70.0%,yes,10/02/2021 15:04:58
33,yes,10/02/2021 15:04:58,00:00:00.4850910,10/02/2021 15:04:58,10/02/2021 15:04:59,00:00:00.6805400,First A,yes,Second 2,10/02/2021 15:05:01,10/02/2021 15:05:02,00:00:00.8497000,Second 2 B,70.0%,no,10/02/2021 15:05:05
34,yes,10/02/2021 15:05:05,00:00:02.2704880,10/02/2021 15:05:07,10/02/2021 15:05:08,00:00:01.4492910,First A,no,Second 1,10/02/2021 15:05:10,10/02/2021 15:05:11,00:00:01.1814480,Second 1 A,30.0%,no,10/02/2021 15:05:14
35,yes,10/02/2021 15:05:14,00:00:00.9069600,10/02/2021 15:05:15,10/02/2021 15:05:16,00:00:01.2595690,First A,no,Second 1,10/02/2021 15:05:18,10/02/2021 15:05:19,00:00:01.4190970,Second 1 A,30.0%,yes,10/02/2021 15:05:22
36,yes,10/02/2021 15:05:22,00:00:01.3084500,10/02/2021 15:05:23,10/02/2021 15:05:24,00:00:01.0153040,First A,no,Second 1,10/02/2021 15:05:26,10/02/2021 15:05:27,00:00:01.3854420,Second 1 A,30.0%,no,10/02/2021 15:05:30
37,yes,10/02/2021 15:05:30,00:00:00.6331970,10/02/2021 15:05:31,10/02/2021 15:05:32,00:00:01.3648290,First A,yes,Second 2,10/02/2021 15:05:34,10/02/2021 15:05:35,00:00:01.3514170,Second 2 B,70.0%,yes,10/02/2021 15:05:38
38,yes,10/02/2021 15:05:38,00:00:04.0154480,10/02/2021 15:05:42,10/02/2021 15:05:43,00:00:01.3135650,First A,yes,Second 2,10/02/2021 15:05:45,10/02/2021 15:05:46,00:00:01.4185370,Second 2 B,70.0%,yes,10/02/2021 15:05:49
39,yes,10/02/2021 15:05:49,00:00:00.9701470,10/02/2021 15:05:50,10/02/2021 15:05:52,00:00:01.3389250,First A,yes,Second 2,10/02/2021 15:05:53,10/02/2021 15:05:54,00:00:01.2648930,Second 2 B,70.0%,no,10/02/2021 15:05:57
40,yes,10/02/2021 15:05:57,00:00:03.8726130,10/02/2021 15:06:01,10/02/2021 15:06:03,00:00:01.3667900,First A,yes,Second 2,10/02/2021 15:06:04,10/02/2021 15:06:06,00:00:01.4207780,Second 2 B,70.0%,yes,10/02/2021 15:06:09
41,yes,10/02/2021 15:06:09,00:00:01.0675580,10/02/2021 15:06:10,10/02/2021 15:06:11,00:00:01.3133790,First A,yes,Second 2,10/02/2021 15:06:13,10/02/2021 15:06:14,00:00:01.4306060,Second 2 B,70.0%,no,10/02/2021 15:06:17
42,yes,10/02/2021 15:06:17,00:00:02.4046540,10/02/2021 15:06:19,10/02/2021 15:06:21,00:00:01.3862680,First A,yes,Second 2,10/02/2021 15:06:22,10/02/2021 15:06:24,00:00:01.3640530,Second 2 B,70.0%,yes,10/02/2021 15:06:27
43,yes,10/02/2021 15:06:27,00:00:00.3182610,10/02/2021 15:06:27,10/02/2021 15:06:28,00:00:01.3286530,First A,no,Second 1,10/02/2021 15:06:30,10/02/2021 15:06:31,00:00:01.4294190,Second 1 A,30.0%,no,10/02/2021 15:06:34
44,yes,10/02/2021 15:06:34,00:00:00.0640690,10/02/2021 15:06:34,10/02/2021 15:06:36,00:00:01.2690950,First A,yes,Second 2,10/02/2021 15:06:37,10/02/2021 15:06:39,00:00:01.4135040,Second 2 B,70.0%,yes,10/02/2021 15:06:42
45,yes,10/02/2021 15:06:42,00:00:08.1915630,10/02/2021 15:06:50,10/02/2021 15:06:51,00:00:01.3510620,First A,yes,Second 2,10/02/2021 15:06:53,10/02/2021 15:06:54,00:00:01.4003200,Second 2 B,70.0%,no,10/02/2021 15:06:57
46,yes,10/02/2021 15:06:57,00:00:00.8172170,10/02/2021 15:06:58,10/02/2021 15:06:59,00:00:01.3646720,First A,no,Second 1,10/02/2021 15:07:01,10/02/2021 15:07:02,00:00:01.3966640,Second 1 A,30.0%,no,10/02/2021 15:07:05
47,yes,10/02/2021 15:07:05,00:00:00.3849480,10/02/2021 15:07:05,10/02/2021 15:07:07,00:00:01.3475760,First A,yes,Second 2,10/02/2021 15:07:08,10/02/2021 15:07:10,00:00:01.3495370,Second 2 B,70.0%,yes,10/02/2021 15:07:13
48,yes,10/02/2021 15:07:13,00:00:01.5062000,10/02/2021 15:07:14,10/02/2021 15:07:15,00:00:01.2155000,First A,yes,Second 2,10/02/2021 15:07:17,10/02/2021 15:07:18,00:00:01.3160460,Second 2 B,70.0%,yes,10/02/2021 15:07:21
49,yes,10/02/2021 15:07:21,00:00:00.2573640,10/02/2021 15:07:21,10/02/2021 15:07:23,00:00:01.3079250,First A,yes,Second 2,10/02/2021 15:07:24,10/02/2021 15:07:26,00:00:01.3302180,Second 2 B,70.0%,no,10/02/2021 15:07:29
50,yes,10/02/2021 15:07:29,00:00:04.4876160,10/02/2021 15:07:33,10/02/2021 15:07:34,00:00:01.2356680,First A,yes,Second 2,10/02/2021 15:07:36,10/02/2021 15:07:37,00:00:01.3812870,Second 2 B,70.0%,yes,10/02/2021 15:07:40
51,yes,10/02/2021 15:07:40,00:00:00.6352010,10/02/2021 15:07:41,10/02/2021 15:07:42,00:00:01.2815800,First A,yes,Second 2,10/02/2021 15:07:44,10/02/2021 15:07:45,00:00:01.3274870,Second 2 B,70.0%,no,10/02/2021 15:07:48
52,yes,10/02/2021 15:07:48,00:00:01.2536900,10/02/2021 15:07:49,10/02/2021 15:07:51,00:00:01.2985210,First A,yes,Second 2,10/02/2021 15:07:52,10/02/2021 15:07:53,00:00:01.2463230,Second 2 B,70.0%,yes,10/02/2021 15:07:56
53,yes,10/02/2021 15:07:56,00:00:04.7776750,10/02/2021 15:08:01,10/02/2021 15:08:02,00:00:01.3431730,First A,yes,Second 2,10/02/2021 15:08:04,10/02/2021 15:08:05,00:00:01.3543070,Second 2 B,70.0%,no,10/02/2021 15:08:08
54,yes,10/02/2021 15:08:08,00:00:02.1541520,10/02/2021 15:08:10,10/02/2021 15:08:12,00:00:01.2816590,First A,yes,Second 2,10/02/2021 15:08:13,10/02/2021 15:08:15,00:00:01.3018410,Second 2 B,70.0%,yes,10/02/2021 15:08:18
55,yes,10/02/2021 15:08:18,00:00:04.3584650,10/02/2021 15:08:22,10/02/2021 15:08:23,00:00:01.3134800,First A,yes,Second 2,10/02/2021 15:08:25,10/02/2021 15:08:26,00:00:01.2678630,Second 2 B,70.0%,no,10/02/2021 15:08:29
56,yes,10/02/2021 15:08:29,00:00:01.8389800,10/02/2021 15:08:31,10/02/2021 15:08:32,00:00:01.2630940,First A,yes,Second 2,10/02/2021 15:08:34,10/02/2021 15:08:35,00:00:01.3138420,Second 2 B,70.0%,no,10/02/2021 15:08:38
57,yes,10/02/2021 15:08:38,00:00:00.6356920,10/02/2021 15:08:39,10/02/2021 15:08:40,00:00:01.2299660,First A,yes,Second 2,10/02/2021 15:08:41,10/02/2021 15:08:43,00:00:01.2814010,Second 2 B,70.0%,yes,10/02/2021 15:08:46
58,yes,10/02/2021 15:08:46,00:00:03.0743060,10/02/2021 15:08:49,10/02/2021 15:08:50,00:00:01.4156070,First A,yes,Second 2,10/02/2021 15:08:52,10/02/2021 15:08:53,00:00:01.3365730,Second 2 B,70.0%,yes,10/02/2021 15:08:56
59,yes,10/02/2021 15:08:56,00:00:00.6889560,10/02/2021 15:08:57,10/02/2021 15:08:58,00:00:01.3511300,First A,yes,Second 2,10/02/2021 15:09:00,10/02/2021 15:09:01,00:00:01.3028700,Second 2 B,70.0%,yes,10/02/2021 15:09:04
60,yes,10/02/2021 15:09:04,00:00:01.2959910,10/02/2021 15:09:05,10/02/2021 15:09:06,00:00:01.2388030,First A,no,Second 1,10/02/2021 15:09:08,10/02/2021 15:09:09,00:00:01.3018800,Second 1 A,30.0%,no,10/02/2021 15:09:12
61,yes,10/02/2021 15:09:12,00:00:00.5519490,10/02/2021 15:09:13,10/02/2021 15:09:14,00:00:01.0157870,First A,yes,Second 2,10/02/2021 15:09:15,10/02/2021 15:09:16,00:00:01.0617790,Second 2 B,70.0%,yes,10/02/2021 15:09:19
62,yes,10/02/2021 15:09:19,00:00:05.1933350,10/02/2021 15:09:25,10/02/2021 15:09:25,00:00:00.9144480,First A,no,Second 1,10/02/2021 15:09:27,10/02/2021 15:09:28,00:00:01.3844020,Second 1 A,30.0%,no,10/02/2021 15:09:31
63,yes,10/02/2021 15:09:31,00:00:00.5043760,10/02/2021 15:09:32,10/02/2021 15:09:33,00:00:01.1685680,First A,yes,Second 2,10/02/2021 15:09:34,10/02/2021 15:09:36,00:00:01.3100860,Second 2 B,70.0%,no,10/02/2021 15:09:39
64,no,10/02/2021 15:09:39,00:00:00.9015690,10/02/2021 15:09:40,10/02/2021 15:09:42,00:00:02.0338150,First A,yes,Second 2,10/02/2021 15:09:45,10/02/2021 15:09:52,00:00:07.1398760,Second 2 B,70.0%,yes,10/02/2021 15:10:16
65,no,10/02/2021 15:10:16,,,,,,,,,,,,,,01/01/0001 00:00:00
66,no,10/02/2021 15:10:19,,,,,,,,,,,,,,01/01/0001 00:00:00
67,no,10/02/2021 15:10:22,00:00:04.5997260,10/02/2021 15:10:27,10/02/2021 15:10:27,00:00:00.8619270,First A,yes,Second 2,10/02/2021 15:10:29,10/02/2021 15:10:30,00:00:01.0675330,Second 2 B,,,10/02/2021 15:10:31
68,no,10/02/2021 15:10:31,,,,,,,,,,,,,,01/01/0001 00:00:00
69,yes,10/02/2021 16:09:07,00:00:01.3614390,10/02/2021 16:09:08,10/02/2021 16:09:10,00:00:01.1846020,First A,yes,Second 2,10/02/2021 16:09:11,10/02/2021 16:09:12,00:00:01.1794830,Second 2 B,70.0%,yes,10/02/2021 16:09:15
70,yes,10/02/2021 16:09:15,00:00:02.5240300,10/02/2021 16:09:18,10/02/2021 16:09:19,00:00:00.9502310,First A,yes,Second 2,10/02/2021 16:09:20,10/02/2021 16:09:21,00:00:01.2483470,Second 2 B,70.0%,yes,10/02/2021 16:09:24
71,yes,10/02/2021 16:09:24,00:00:00.8176210,10/02/2021 16:09:25,10/02/2021 16:09:27,00:00:01.3967100,First A,no,Second 1,10/02/2021 16:09:28,10/02/2021 16:09:29,00:00:01.1964570,Second 1 A,30.0%,yes,10/02/2021 16:09:32
72,yes,10/02/2021 16:09:32,00:00:00.7709100,10/02/2021 16:09:33,10/02/2021 16:09:35,00:00:01.4155130,First A,yes,Second 2,10/02/2021 16:09:36,10/02/2021 16:09:37,00:00:01.2704150,Second 2 B,70.0%,yes,10/02/2021 16:09:40
73,yes,10/02/2021 16:09:40,00:00:01.8738980,10/02/2021 16:09:42,10/02/2021 16:09:44,00:00:01.3148690,First A,no,Second 1,10/02/2021 16:09:45,10/02/2021 16:09:46,00:00:01.4347560,Second 1 A,30.0%,no,10/02/2021 16:09:49
74,yes,10/02/2021 16:09:49,00:00:00.3695270,10/02/2021 16:09:50,10/02/2021 16:09:51,00:00:01.4184250,First A,yes,Second 2,10/02/2021 16:09:53,10/02/2021 16:09:54,00:00:01.3442730,Second 2 B,70.0%,yes,10/02/2021 16:09:57
75,yes,10/02/2021 16:09:57,00:00:00.9734860,10/02/2021 16:09:58,10/02/2021 16:10:00,00:00:01.3824830,First A,yes,Second 2,10/02/2021 16:10:01,10/02/2021 16:10:02,00:00:01.3135550,Second 2 B,70.0%,no,10/02/2021 16:10:05
76,yes,10/02/2021 16:10:05,00:00:05.8602280,10/02/2021 16:10:11,10/02/2021 16:10:12,00:00:01.2823110,First A,yes,Second 2,10/02/2021 16:10:14,10/02/2021 16:10:15,00:00:01.1994730,Second 2 B,70.0%,yes,10/02/2021 16:10:18
77,yes,10/02/2021 16:10:18,00:00:02.4247500,10/02/2021 16:10:21,10/02/2021 16:10:22,00:00:01.2144910,First A,yes,Second 2,10/02/2021 16:10:23,10/02/2021 16:10:25,00:00:01.2800530,Second 2 B,70.0%,no,10/02/2021 16:10:28
78,yes,10/02/2021 16:10:28,00:00:02.1707290,10/02/2021 16:10:30,10/02/2021 16:10:31,00:00:01.2670220,First A,yes,Second 2,10/02/2021 16:10:33,10/02/2021 16:10:34,00:00:01.3169180,Second 2 B,70.0%,yes,10/02/2021 16:10:37
79,yes,10/02/2021 16:10:37,00:00:01.5187890,10/02/2021 16:10:38,10/02/2021 16:10:40,00:00:01.2676970,First A,no,Second 1,10/02/2021 16:10:41,10/02/2021 16:10:43,00:00:01.3509330,Second 1 A,30.0%,yes,10/02/2021 16:10:46
80,yes,10/02/2021 16:10:46,00:00:00.6021060,10/02/2021 16:10:46,10/02/2021 16:10:47,00:00:01.2006340,First A,yes,Second 2,10/02/2021 16:10:49,10/02/2021 16:10:50,00:00:01.1840580,Second 2 B,70.0%,yes,10/02/2021 16:10:53
81,yes,10/02/2021 16:10:53,00:00:00.8540250,10/02/2021 16:10:54,10/02/2021 16:10:55,00:00:01.2823590,First A,yes,Second 2,10/02/2021 16:10:57,10/02/2021 16:10:58,00:00:01.3669020,Second 2 B,70.0%,no,10/02/2021 16:11:01
82,yes,10/02/2021 16:11:01,00:00:01.5911340,10/02/2021 16:11:03,10/02/2021 16:11:04,00:00:01.1959800,First A,no,Second 1,10/02/2021 16:11:05,10/02/2021 16:11:07,00:00:01.3506800,Second 1 A,30.0%,no,10/02/2021 16:11:10
83,yes,10/02/2021 16:11:10,00:00:00.3177200,10/02/2021 16:11:10,10/02/2021 16:11:11,00:00:01.1652880,First A,yes,Second 2,10/02/2021 16:11:13,10/02/2021 16:11:14,00:00:01.2834830,Second 2 B,70.0%,no,10/02/2021 16:11:17
84,yes,10/02/2021 16:11:17,00:00:01.9424030,10/02/2021 16:11:19,10/02/2021 16:11:20,00:00:01.2647640,First A,yes,Second 2,10/02/2021 16:11:22,10/02/2021 16:11:23,00:00:01.2531700,Second 2 B,70.0%,yes,10/02/2021 16:11:26
85,yes,10/02/2021 16:11:26,00:00:00.8989020,10/02/2021 16:11:27,10/02/2021 16:11:28,00:00:01.2719950,First A,yes,Second 2,10/02/2021 16:11:30,10/02/2021 16:11:31,00:00:01.3371810,Second 2 B,70.0%,no,10/02/2021 16:11:34
86,yes,10/02/2021 16:11:34,00:00:00.0164750,10/02/2021 16:11:34,10/02/2021 16:11:35,00:00:01.2508600,First A,no,Second 1,10/02/2021 16:11:37,10/02/2021 16:11:38,00:00:01.2099230,Second 1 A,30.0%,no,10/02/2021 16:11:41
87,yes,10/02/2021 16:11:41,00:00:04.6570280,10/02/2021 16:11:46,10/02/2021 16:11:47,00:00:01.3678170,First A,yes,Second 2,10/02/2021 16:11:48,10/02/2021 16:11:50,00:00:01.1317090,Second 2 B,70.0%,yes,10/02/2021 16:11:53
88,no,10/02/2021 16:11:53,00:00:03.9694250,10/02/2021 16:11:57,10/02/2021 16:12:02,00:00:05.8085050,First A,,,,,,,,,10/02/2021 16:12:14
89,no,10/02/2021 16:12:14,,,,,,,,,,,,,,01/01/0001 00:00:00
90,yes,10/02/2021 16:13:17,00:00:00.7711190,10/02/2021 16:13:18,10/02/2021 16:13:19,00:00:01.0309450,First A,no,Second 1,10/02/2021 16:13:20,10/02/2021 16:13:22,00:00:01.1693850,Second 1 A,30.0%,no,10/02/2021 16:13:25
91,yes,10/02/2021 16:13:25,00:00:00.7047690,10/02/2021 16:13:25,10/02/2021 16:13:26,00:00:00.9962920,First A,yes,Second 2,10/02/2021 16:13:28,10/02/2021 16:13:29,00:00:01.1290290,Second 2 B,70.0%,yes,10/02/2021 16:13:32
92,yes,10/02/2021 16:13:32,00:00:00.7478130,10/02/2021 16:13:33,10/02/2021 16:13:34,00:00:00.8698140,First A,yes,Second 2,10/02/2021 16:13:35,10/02/2021 16:13:36,00:00:00.8986640,Second 2 B,70.0%,yes,10/02/2021 16:13:39
93,yes,10/02/2021 16:13:39,00:00:00.7681720,10/02/2021 16:13:40,10/02/2021 16:13:41,00:00:01.0320940,First A,no,Second 1,10/02/2021 16:13:42,10/02/2021 16:13:43,00:00:01.1693030,Second 1 A,30.0%,no,10/02/2021 16:13:46
94,yes,10/02/2021 16:13:46,00:00:02.6125870,10/02/2021 16:13:49,10/02/2021 16:13:50,00:00:01.1046920,First A,yes,Second 2,10/02/2021 16:13:52,10/02/2021 16:13:53,00:00:01.1455870,Second 2 B,70.0%,yes,10/02/2021 16:13:56
95,yes,10/02/2021 16:13:56,00:00:01.4708020,10/02/2021 16:13:57,10/02/2021 16:13:59,00:00:01.2117470,First A,yes,Second 2,10/02/2021 16:14:00,10/02/2021 16:14:01,00:00:01.2280800,Second 2 B,70.0%,yes,10/02/2021 16:14:04
96,yes,10/02/2021 16:14:04,00:00:00.9049870,10/02/2021 16:14:05,10/02/2021 16:14:06,00:00:01.0449550,First A,yes,Second 2,10/02/2021 16:14:08,10/02/2021 16:14:09,00:00:00.9937460,Second 2 B,70.0%,yes,10/02/2021 16:14:12
97,yes,10/02/2021 16:14:12,00:00:00.4838000,10/02/2021 16:14:12,10/02/2021 16:14:13,00:00:01.2148260,First A,yes,Second 2,10/02/2021 16:14:15,10/02/2021 16:14:16,00:00:01.0441270,Second 2 B,70.0%,no,10/02/2021 16:14:19
98,yes,10/02/2021 16:14:19,00:00:00.3843740,10/02/2021 16:14:19,10/02/2021 16:14:21,00:00:01.1314990,First A,no,Second 1,10/02/2021 16:14:22,10/02/2021 16:14:23,00:00:01.2817140,Second 1 A,30.0%,no,10/02/2021 16:14:26
99,yes,10/02/2021 16:14:26,00:00:00.3830550,10/02/2021 16:14:27,10/02/2021 16:14:28,00:00:01.1661200,First A,yes,Second 2,10/02/2021 16:14:29,10/02/2021 16:14:31,00:00:01.1884730,Second 2 B,70.0%,no,10/02/2021 16:14:34
100,no,10/02/2021 16:14:34,00:00:00.2007440,10/02/2021 16:14:34,10/02/2021 16:14:35,00:00:01.1179490,First A,yes,Second 2,10/02/2021 16:14:36,10/02/2021 16:14:37,00:00:01.0667510,Second 2 B,70.0%,yes,10/02/2021 16:14:40
101,no,10/02/2021 16:14:40,,,,,,,,,,,,,,01/01/0001 00:00:00
102,yes,10/02/2021 16:16:04,00:00:00.9891220,10/02/2021 16:16:05,10/02/2021 16:16:06,00:00:01.1646780,First A,yes,Second 2,10/02/2021 16:16:08,10/02/2021 16:16:09,00:00:01.1801310,Second 2 B,70.0%,no,10/02/2021 16:16:12
103,yes,10/02/2021 16:16:12,00:00:02.3384670,10/02/2021 16:16:14,10/02/2021 16:16:15,00:00:01.2306810,First A,yes,Second 2,10/02/2021 16:16:17,10/02/2021 16:16:18,00:00:01.2840560,Second 2 B,70.0%,yes,10/02/2021 16:16:21
