TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
11,yes,09/28/2021 14:41:14,00:00:00.6688200,09/28/2021 14:41:15,09/28/2021 14:41:15,00:00:00.8564370,First A,yes,Second 1,09/28/2021 14:41:17,09/28/2021 14:41:18,00:00:00.8923150,Second 1 B,30.0%,yes,09/28/2021 14:41:21
12,yes,09/28/2021 14:41:21,00:00:02.4094570,09/28/2021 14:41:23,09/28/2021 14:41:24,00:00:00.6415890,First B,no,Second 1,09/28/2021 14:41:25,09/28/2021 14:41:26,00:00:00.7608340,Second 1 A,30.0%,yes,09/28/2021 14:41:29
13,yes,09/28/2021 14:41:29,00:00:00.0849450,09/28/2021 14:41:29,09/28/2021 14:41:30,00:00:00.7260120,First A,yes,Second 1,09/28/2021 14:41:32,09/28/2021 14:41:32,00:00:00.8222700,Second 1 A,30.0%,no,09/28/2021 14:41:35
14,yes,09/28/2021 14:41:35,00:00:00.5653000,09/28/2021 14:41:36,09/28/2021 14:41:37,00:00:01.0068250,First B,no,Second 1,09/28/2021 14:41:39,09/28/2021 14:41:39,00:00:00.8078790,Second 1 B,30.0%,no,09/28/2021 14:41:42
15,yes,09/28/2021 14:41:42,00:00:01.0308220,09/28/2021 14:41:43,09/28/2021 14:41:44,00:00:00.7780650,First A,yes,Second 1,09/28/2021 14:41:46,09/28/2021 14:41:46,00:00:00.8086870,Second 1 A,30.0%,no,09/28/2021 14:41:50
16,yes,09/28/2021 14:41:50,00:00:01.2330190,09/28/2021 14:41:51,09/28/2021 14:41:52,00:00:00.8081370,First B,yes,Second 2,09/28/2021 14:41:53,09/28/2021 14:41:54,00:00:00.8586060,Second 2 A,30.0%,yes,09/28/2021 14:41:57
17,yes,09/28/2021 14:41:57,00:00:02.2934920,09/28/2021 14:41:59,09/28/2021 14:42:00,00:00:00.7408550,First A,yes,Second 1,09/28/2021 14:42:02,09/28/2021 14:42:03,00:00:01.0712530,Second 1 A,30.0%,yes,09/28/2021 14:42:06
18,yes,09/28/2021 14:42:06,00:00:02.3435310,09/28/2021 14:42:08,09/28/2021 14:42:09,00:00:00.6595170,First B,yes,Second 2,09/28/2021 14:42:10,09/28/2021 14:42:11,00:00:01.0226990,Second 2 B,70.0%,no,09/28/2021 14:42:14
19,yes,09/28/2021 14:42:14,00:00:02.0106100,09/28/2021 14:42:16,09/28/2021 14:42:17,00:00:00.9401340,First B,yes,Second 2,09/28/2021 14:42:19,09/28/2021 14:42:20,00:00:00.9414890,Second 2 B,70.0%,no,09/28/2021 14:42:23
20,yes,09/28/2021 14:42:23,00:00:01.2613480,09/28/2021 14:42:24,09/28/2021 14:42:24,00:00:00.6288810,First A,yes,Second 1,09/28/2021 14:42:26,09/28/2021 14:42:27,00:00:01.0242310,Second 1 A,30.0%,no,09/28/2021 14:42:30
21,yes,09/28/2021 14:42:30,00:00:00.5490470,09/28/2021 14:42:31,09/28/2021 14:42:31,00:00:00.5940650,First A,yes,Second 1,09/28/2021 14:42:33,09/28/2021 14:42:33,00:00:00.7094510,Second 1 A,30.0%,no,09/28/2021 14:42:36
22,no,09/28/2021 14:42:36,00:00:03.1249740,09/28/2021 14:42:40,09/28/2021 14:42:40,00:00:00.7910760,First B,yes,Second 2,09/28/2021 14:42:42,,,,,,09/28/2021 14:42:44
23,no,09/28/2021 14:42:44,00:00:03.8852550,09/28/2021 14:42:48,09/28/2021 14:42:49,00:00:01.1039930,First B,no,Second 1,09/28/2021 14:42:50,,,,,,09/28/2021 14:42:52
24,no,09/28/2021 14:42:52,00:00:00.1698140,09/28/2021 14:42:53,,,,,,,,,,,,09/28/2021 14:42:55
25,no,09/28/2021 14:42:55,00:00:01.0461670,09/28/2021 14:42:56,,,,,,,,,,,,09/28/2021 14:42:58
26,no,09/28/2021 14:42:58,00:00:00.0664410,09/28/2021 14:42:58,,,,,,,,,,,,09/28/2021 14:43:00
27,no,09/28/2021 14:43:00,00:00:01.5089280,09/28/2021 14:43:01,,,,,,,,,,,,09/28/2021 14:43:03
28,yes,09/28/2021 14:43:03,00:00:01.0484230,09/28/2021 14:43:04,09/28/2021 14:43:05,00:00:01.1226880,First A,yes,Second 1,09/28/2021 14:43:07,09/28/2021 14:43:08,00:00:00.9413920,Second 1 A,30.0%,no,09/28/2021 14:43:11
29,yes,09/28/2021 14:43:11,00:00:01.3479200,09/28/2021 14:43:12,09/28/2021 14:43:13,00:00:00.9578290,First A,yes,Second 1,09/28/2021 14:43:15,09/28/2021 14:43:16,00:00:01.0430140,Second 1 A,30.0%,no,09/28/2021 14:43:19
30,yes,09/28/2021 14:43:19,00:00:00.7637520,09/28/2021 14:43:20,09/28/2021 14:43:21,00:00:00.9937920,First A,yes,Second 1,09/28/2021 14:43:22,09/28/2021 14:43:23,00:00:01.0927930,Second 1 B,30.0%,yes,09/28/2021 14:43:26
31,yes,09/28/2021 14:43:26,00:00:00.5166810,09/28/2021 14:43:27,09/28/2021 14:43:28,00:00:01.0078380,First A,yes,Second 1,09/28/2021 14:43:29,09/28/2021 14:43:30,00:00:00.7763950,Second 1 A,30.0%,no,09/28/2021 14:43:33
32,yes,09/28/2021 14:43:33,00:00:01.0981990,09/28/2021 14:43:34,09/28/2021 14:43:35,00:00:00.6934630,First B,yes,Second 2,09/28/2021 14:43:36,09/28/2021 14:43:37,00:00:00.6591580,Second 2 A,30.0%,no,09/28/2021 14:43:40
33,yes,09/28/2021 14:43:40,00:00:02.8740840,09/28/2021 14:43:43,09/28/2021 14:43:44,00:00:00.7251570,First B,yes,Second 2,09/28/2021 14:43:45,09/28/2021 14:43:46,00:00:01.0551890,Second 2 B,70.0%,no,09/28/2021 14:43:49
34,no,09/28/2021 14:43:49,00:00:01.6412950,09/28/2021 14:43:51,,,,,,,,,,,,09/28/2021 14:43:52
