TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
25,yes,10/05/2021 15:43:23,00:00:06.1866440,10/05/2021 15:43:30,10/05/2021 15:43:31,00:00:01.5802890,First A,no,Second 2,10/05/2021 15:43:33,10/05/2021 15:43:34,00:00:01.7821980,Second 2 A,30.0%,no,10/05/2021 15:43:37
26,yes,10/05/2021 15:43:37,00:00:04.0061530,10/05/2021 15:43:41,10/05/2021 15:43:43,00:00:01.4312890,First A,yes,Second 1,10/05/2021 15:43:44,10/05/2021 15:43:46,00:00:01.4603670,Second 1 B,70.0%,no,10/05/2021 15:43:49
27,yes,10/05/2021 15:43:49,00:00:00.2670920,10/05/2021 15:43:49,10/05/2021 15:43:51,00:00:01.4312720,First B,yes,Second 2,10/05/2021 15:43:52,10/05/2021 15:43:54,00:00:01.4985850,Second 2 B,30.0%,no,10/05/2021 15:43:57
28,yes,10/05/2021 15:43:57,00:00:00.9997290,10/05/2021 15:43:58,10/05/2021 15:43:59,00:00:01.3396960,First B,yes,Second 2,10/05/2021 15:44:00,10/05/2021 15:44:02,00:00:01.5346110,Second 2 A,30.0%,no,10/05/2021 15:44:05
29,yes,10/05/2021 15:44:05,00:00:07.6859000,10/05/2021 15:44:13,10/05/2021 15:44:14,00:00:01.4984500,First A,yes,Second 1,10/05/2021 15:44:16,10/05/2021 15:44:17,00:00:01.5331540,Second 1 A,30.0%,yes,10/05/2021 15:44:20
30,yes,10/05/2021 15:44:20,00:00:00.9547230,10/05/2021 15:44:21,10/05/2021 15:44:23,00:00:01.4657880,First A,yes,Second 1,10/05/2021 15:44:24,10/05/2021 15:44:26,00:00:01.5175610,Second 1 A,30.0%,yes,10/05/2021 15:44:29
31,yes,10/05/2021 15:44:29,00:00:01.2002430,10/05/2021 15:44:30,10/05/2021 15:44:31,00:00:01.5202100,First A,yes,Second 1,10/05/2021 15:44:33,10/05/2021 15:44:34,00:00:01.4466660,Second 1 A,30.0%,no,10/05/2021 15:44:37
32,yes,10/05/2021 15:44:37,00:00:03.5685870,10/05/2021 15:44:41,10/05/2021 15:44:42,00:00:01.4307580,First A,yes,Second 1,10/05/2021 15:44:44,10/05/2021 15:44:45,00:00:01.4499260,Second 1 B,70.0%,yes,10/05/2021 15:44:48
33,yes,10/05/2021 15:44:48,00:00:00.1194300,10/05/2021 15:44:48,10/05/2021 15:44:50,00:00:01.3347310,First A,yes,Second 1,10/05/2021 15:44:51,10/05/2021 15:44:53,00:00:01.3651510,Second 1 B,70.0%,no,10/05/2021 15:44:56
34,yes,10/05/2021 15:44:56,00:00:02.3513340,10/05/2021 15:44:58,10/05/2021 15:44:59,00:00:01.3523040,First B,yes,Second 2,10/05/2021 15:45:01,10/05/2021 15:45:02,00:00:01.5356580,Second 2 A,30.0%,yes,10/05/2021 15:45:05
35,yes,10/05/2021 15:45:05,00:00:00.4838370,10/05/2021 15:45:06,10/05/2021 15:45:07,00:00:01.3810860,First B,yes,Second 2,10/05/2021 15:45:09,10/05/2021 15:45:10,00:00:01.4703740,Second 2 A,30.0%,no,10/05/2021 15:45:13
36,yes,10/05/2021 15:45:13,00:00:00.8797440,10/05/2021 15:45:14,10/05/2021 15:45:16,00:00:01.4654710,First A,yes,Second 1,10/05/2021 15:45:17,10/05/2021 15:45:18,00:00:01.4358270,Second 1 A,30.0%,no,10/05/2021 15:45:21
37,yes,10/05/2021 15:45:21,00:00:02.8027760,10/05/2021 15:45:24,10/05/2021 15:45:26,00:00:01.2811990,First A,yes,Second 1,10/05/2021 15:45:27,10/05/2021 15:45:28,00:00:01.4139350,Second 1 B,70.0%,no,10/05/2021 15:45:31
