TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
19,yes,10/05/2021 15:36:20,00:00:02.2681340,10/05/2021 15:36:22,10/05/2021 15:36:24,00:00:01.2501960,First B,yes,Second 1,10/05/2021 15:36:25,10/05/2021 15:36:27,00:00:01.2995730,Second 1 B,30.0%,no,10/05/2021 15:36:30
20,yes,10/05/2021 15:36:30,00:00:00.9986450,10/05/2021 15:36:31,10/05/2021 15:36:32,00:00:01.5141430,First B,yes,Second 1,10/05/2021 15:36:34,10/05/2021 15:36:35,00:00:01.4991240,Second 1 A,30.0%,yes,10/05/2021 15:36:38
21,yes,10/05/2021 15:36:38,00:00:02.0497820,10/05/2021 15:36:40,10/05/2021 15:36:41,00:00:01.3328700,First B,no,Second 2,10/05/2021 15:36:43,10/05/2021 15:36:45,00:00:01.5679660,Second 2 B,30.0%,yes,10/05/2021 15:36:48
22,yes,10/05/2021 15:36:48,00:00:01.7183900,10/05/2021 15:36:49,10/05/2021 15:36:51,00:00:01.5003560,First B,yes,Second 1,10/05/2021 15:36:52,10/05/2021 15:36:54,00:00:01.4550790,Second 1 B,30.0%,no,10/05/2021 15:36:57
23,no,10/05/2021 15:36:57,00:00:00.4996410,10/05/2021 15:36:57,,,,,,,,,,,,10/05/2021 15:36:57
24,no,10/05/2021 15:36:57,,,,,,,,,,,,,,01/01/0001 00:00:00
25,yes,10/05/2021 15:37:10,00:00:01.3174390,10/05/2021 15:37:11,10/05/2021 15:37:12,00:00:01.2831730,First B,no,Second 2,10/05/2021 15:37:14,10/05/2021 15:37:15,00:00:01.3223040,Second 2 B,30.0%,no,10/05/2021 15:37:18
26,yes,10/05/2021 15:37:18,00:00:00.5852110,10/05/2021 15:37:19,10/05/2021 15:37:20,00:00:01.1566690,First B,no,Second 2,10/05/2021 15:37:21,10/05/2021 15:37:23,00:00:01.2119460,Second 2 A,70.0%,yes,10/05/2021 15:37:26
27,yes,10/05/2021 15:37:26,00:00:00.6364460,10/05/2021 15:37:26,10/05/2021 15:37:28,00:00:01.2955120,First B,yes,Second 1,10/05/2021 15:37:29,10/05/2021 15:37:31,00:00:01.4499970,Second 1 B,30.0%,no,10/05/2021 15:37:34
28,yes,10/05/2021 15:37:34,00:00:00.5161510,10/05/2021 15:37:34,10/05/2021 15:37:35,00:00:01.3218020,First B,yes,Second 1,10/05/2021 15:37:37,10/05/2021 15:37:39,00:00:01.8008830,Second 1 B,30.0%,no,10/05/2021 15:37:42
29,yes,10/05/2021 15:37:42,00:00:00.2835160,10/05/2021 15:37:42,10/05/2021 15:37:43,00:00:01.3190850,First B,yes,Second 1,10/05/2021 15:37:45,10/05/2021 15:37:46,00:00:01.3483180,Second 1 A,30.0%,no,10/05/2021 15:37:49
30,yes,10/05/2021 15:37:49,00:00:00.3516160,10/05/2021 15:37:49,10/05/2021 15:37:51,00:00:01.2148890,First A,yes,Second 2,10/05/2021 15:37:52,10/05/2021 15:37:53,00:00:01.2837080,Second 2 A,70.0%,yes,10/05/2021 15:37:56
31,yes,10/05/2021 15:37:56,00:00:01.7180400,10/05/2021 15:37:58,10/05/2021 15:38:00,00:00:01.3325540,First A,no,Second 1,10/05/2021 15:38:01,10/05/2021 15:38:02,00:00:01.4510340,Second 1 A,30.0%,no,10/05/2021 15:38:05
32,yes,10/05/2021 15:38:05,00:00:03.7357580,10/05/2021 15:38:09,10/05/2021 15:38:10,00:00:01.2549900,First A,yes,Second 2,10/05/2021 15:38:12,10/05/2021 15:38:13,00:00:01.4145620,Second 2 A,70.0%,yes,10/05/2021 15:38:16
33,yes,10/05/2021 15:38:16,00:00:00.0859880,10/05/2021 15:38:16,10/05/2021 15:38:18,00:00:01.5640820,First A,yes,Second 2,10/05/2021 15:38:20,10/05/2021 15:38:21,00:00:01.2486000,Second 2 A,70.0%,yes,10/05/2021 15:38:24
34,yes,10/05/2021 15:38:24,00:00:00.4138790,10/05/2021 15:38:24,10/05/2021 15:38:26,00:00:01.3137050,First A,yes,Second 2,10/05/2021 15:38:27,10/05/2021 15:38:28,00:00:01.3347040,Second 2 A,70.0%,yes,10/05/2021 15:38:31
35,yes,10/05/2021 15:38:31,00:00:04.9000930,10/05/2021 15:38:36,10/05/2021 15:38:38,00:00:01.4125950,First A,yes,Second 2,10/05/2021 15:38:39,10/05/2021 15:38:40,00:00:01.2824160,Second 2 A,70.0%,no,10/05/2021 15:38:43
36,yes,10/05/2021 15:38:43,00:00:03.6341490,10/05/2021 15:38:47,10/05/2021 15:38:48,00:00:01.3659460,First A,yes,Second 2,10/05/2021 15:38:50,10/05/2021 15:38:52,00:00:01.5786540,Second 2 B,30.0%,no,10/05/2021 15:38:55
37,yes,10/05/2021 15:38:55,00:00:03.3471410,10/05/2021 15:38:58,10/05/2021 15:38:59,00:00:01.4397450,First B,no,Second 2,10/05/2021 15:39:01,10/05/2021 15:39:02,00:00:01.3243600,Second 2 A,70.0%,yes,10/05/2021 15:39:05
38,yes,10/05/2021 15:39:05,00:00:05.0015420,10/05/2021 15:39:10,10/05/2021 15:39:12,00:00:01.3832710,First B,yes,Second 1,10/05/2021 15:39:13,10/05/2021 15:39:14,00:00:01.4452980,Second 1 B,30.0%,no,10/05/2021 15:39:17
39,yes,10/05/2021 15:39:17,00:00:01.7828020,10/05/2021 15:39:19,10/05/2021 15:39:21,00:00:01.4533020,First B,yes,Second 1,10/05/2021 15:39:22,10/05/2021 15:39:24,00:00:01.4668090,Second 1 A,30.0%,no,10/05/2021 15:39:27
