TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
12,yes,09/30/2021 19:31:26,00:00:01.5855200,09/30/2021 19:31:28,09/30/2021 19:31:29,00:00:01.2350770,First A,no,Second 1,09/30/2021 19:31:30,09/30/2021 19:31:31,00:00:01.0858630,Second 1 B,70.0%,yes,09/30/2021 19:31:34
13,yes,09/30/2021 19:31:34,00:00:03.4427170,09/30/2021 19:31:38,09/30/2021 19:31:39,00:00:01.1852890,First A,yes,Second 2,09/30/2021 19:31:41,09/30/2021 19:31:42,00:00:01.1688220,Second 2 A,30.0%,yes,09/30/2021 19:31:45
14,yes,09/30/2021 19:31:45,00:00:04.3602950,09/30/2021 19:31:49,09/30/2021 19:31:50,00:00:01.3697290,First A,no,Second 1,09/30/2021 19:31:52,09/30/2021 19:31:53,00:00:01.0846620,Second 1 B,70.0%,yes,09/30/2021 19:31:56
15,no,09/30/2021 19:31:56,00:00:02.2382080,09/30/2021 19:31:58,,,,,,,,,,,,09/30/2021 19:32:00
16,yes,09/30/2021 19:32:00,00:00:00.5172310,09/30/2021 19:32:01,09/30/2021 19:32:02,00:00:01.2705450,First A,yes,Second 2,09/30/2021 19:32:04,09/30/2021 19:32:05,00:00:01.3018440,Second 2 B,30.0%,no,09/30/2021 19:32:08
17,yes,09/30/2021 19:32:08,00:00:02.4604730,09/30/2021 19:32:10,09/30/2021 19:32:12,00:00:01.2841970,First A,yes,Second 2,09/30/2021 19:32:13,09/30/2021 19:32:14,00:00:01.3182730,Second 2 B,30.0%,no,09/30/2021 19:32:18
18,yes,09/30/2021 19:32:18,00:00:02.7656970,09/30/2021 19:32:20,09/30/2021 19:32:22,00:00:01.4457230,First A,no,Second 1,09/30/2021 19:32:23,09/30/2021 19:32:24,00:00:01.1359250,Second 1 B,70.0%,no,09/30/2021 19:32:27
19,yes,09/30/2021 19:32:27,00:00:04.0279080,09/30/2021 19:32:31,09/30/2021 19:32:33,00:00:01.1519740,First A,yes,Second 2,09/30/2021 19:32:34,09/30/2021 19:32:35,00:00:01.0670210,Second 2 A,30.0%,no,09/30/2021 19:32:38
20,yes,09/30/2021 19:32:38,00:00:00.0158930,09/30/2021 19:32:38,09/30/2021 19:32:39,00:00:01.1186190,First A,no,Second 1,09/30/2021 19:32:41,09/30/2021 19:32:42,00:00:01.3187720,Second 1 A,30.0%,no,09/30/2021 19:32:45
21,yes,09/30/2021 19:32:45,00:00:01.1192080,09/30/2021 19:32:46,09/30/2021 19:32:47,00:00:01.1021170,First A,yes,Second 2,09/30/2021 19:32:49,09/30/2021 19:32:50,00:00:01.0338290,Second 2 A,30.0%,no,09/30/2021 19:32:53
22,yes,09/30/2021 19:32:53,00:00:03.7293760,09/30/2021 19:32:57,09/30/2021 19:32:58,00:00:01.4018090,First A,yes,Second 2,09/30/2021 19:32:59,09/30/2021 19:33:01,00:00:01.0166660,Second 2 A,30.0%,no,09/30/2021 19:33:04
23,yes,09/30/2021 19:33:04,00:00:01.4391130,09/30/2021 19:33:05,09/30/2021 19:33:06,00:00:01.0852420,First A,no,Second 1,09/30/2021 19:33:08,09/30/2021 19:33:09,00:00:01.1191690,Second 1 A,30.0%,no,09/30/2021 19:33:12
24,yes,09/30/2021 19:33:12,00:00:01.8227350,09/30/2021 19:33:13,09/30/2021 19:33:15,00:00:01.1177410,First A,no,Second 1,09/30/2021 19:33:16,09/30/2021 19:33:17,00:00:00.9514330,Second 1 A,30.0%,no,09/30/2021 19:33:20
25,yes,09/30/2021 19:33:20,00:00:04.1093780,09/30/2021 19:33:24,09/30/2021 19:33:26,00:00:01.8378990,First A,no,Second 1,09/30/2021 19:33:28,09/30/2021 19:33:29,00:00:01.0686270,Second 1 A,30.0%,no,09/30/2021 19:33:32
26,yes,09/30/2021 19:33:32,00:00:00.7697550,09/30/2021 19:33:32,09/30/2021 19:33:33,00:00:01.0181840,First A,yes,Second 2,09/30/2021 19:33:35,09/30/2021 19:33:36,00:00:01.0175160,Second 2 A,30.0%,yes,09/30/2021 19:33:39
27,yes,09/30/2021 19:33:39,00:00:01.1806680,09/30/2021 19:33:40,09/30/2021 19:33:41,00:00:01.0656940,First A,no,Second 1,09/30/2021 19:33:43,09/30/2021 19:33:44,00:00:00.9698940,Second 1 A,30.0%,no,09/30/2021 19:33:47
28,yes,09/30/2021 19:33:47,00:00:00.0668690,09/30/2021 19:33:47,09/30/2021 19:33:48,00:00:01.1191390,First A,no,Second 1,09/30/2021 19:33:49,09/30/2021 19:33:51,00:00:01.3889590,Second 1 B,70.0%,no,09/30/2021 19:33:54
29,yes,09/30/2021 19:33:54,00:00:00.5154240,09/30/2021 19:33:54,09/30/2021 19:33:55,00:00:01.1547290,First A,yes,Second 2,09/30/2021 19:33:57,09/30/2021 19:33:58,00:00:01.0661980,Second 2 A,30.0%,no,09/30/2021 19:34:01
30,yes,09/30/2021 19:34:01,00:00:00.9016680,09/30/2021 19:34:02,09/30/2021 19:34:03,00:00:01.2559470,First A,yes,Second 2,09/30/2021 19:34:05,09/30/2021 19:34:06,00:00:01.0894110,Second 2 A,30.0%,yes,09/30/2021 19:34:09
31,yes,09/30/2021 19:34:09,00:00:03.4268000,09/30/2021 19:34:12,09/30/2021 19:34:13,00:00:01.2869920,First A,no,Second 1,09/30/2021 19:34:15,09/30/2021 19:34:16,00:00:01.0993360,Second 1 A,30.0%,no,09/30/2021 19:34:19
32,yes,09/30/2021 19:34:19,00:00:01.7514000,09/30/2021 19:34:21,09/30/2021 19:34:22,00:00:01.2555960,First A,no,Second 1,09/30/2021 19:34:24,09/30/2021 19:34:25,00:00:01.2333880,Second 1 A,30.0%,no,09/30/2021 19:34:28
33,yes,09/30/2021 19:34:28,00:00:00.4335000,09/30/2021 19:34:28,09/30/2021 19:34:29,00:00:01.1535150,First A,no,Second 1,09/30/2021 19:34:31,09/30/2021 19:34:32,00:00:01.0005040,Second 1 A,30.0%,no,09/30/2021 19:34:35
34,yes,09/30/2021 19:34:35,00:00:02.3200500,09/30/2021 19:34:37,09/30/2021 19:34:38,00:00:01.0861410,First A,yes,Second 2,09/30/2021 19:34:40,09/30/2021 19:34:41,00:00:01.4887070,Second 2 A,30.0%,yes,09/30/2021 19:34:44
35,yes,09/30/2021 19:34:44,00:00:01.9694360,09/30/2021 19:34:46,09/30/2021 19:34:47,00:00:01.0714250,First A,yes,Second 2,09/30/2021 19:34:49,09/30/2021 19:34:50,00:00:01.0848890,Second 2 A,30.0%,no,09/30/2021 19:34:53
36,yes,09/30/2021 19:34:53,00:00:00.5373130,09/30/2021 19:34:54,09/30/2021 19:34:55,00:00:01.4343790,First A,yes,Second 2,09/30/2021 19:34:56,09/30/2021 19:34:58,00:00:01.1915480,Second 2 A,30.0%,yes,09/30/2021 19:35:01
37,yes,09/30/2021 19:35:01,00:00:01.2229410,09/30/2021 19:35:02,09/30/2021 19:35:03,00:00:01.5174980,First A,yes,Second 2,09/30/2021 19:35:05,09/30/2021 19:35:06,00:00:01.5552590,Second 2 A,30.0%,no,09/30/2021 19:35:09
38,yes,09/30/2021 19:35:09,00:00:02.3349100,09/30/2021 19:35:12,09/30/2021 19:35:13,00:00:00.9871390,First A,yes,Second 2,09/30/2021 19:35:14,09/30/2021 19:35:15,00:00:01.1666100,Second 2 A,30.0%,no,09/30/2021 19:35:18
39,yes,09/30/2021 19:35:18,00:00:02.8056880,09/30/2021 19:35:21,09/30/2021 19:35:23,00:00:01.4216470,First A,no,Second 1,09/30/2021 19:35:24,09/30/2021 19:35:26,00:00:01.3494610,Second 1 A,30.0%,yes,09/30/2021 19:35:29
