TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
13,yes,10/04/2021 21:13:07,00:00:01.6492470,10/04/2021 21:13:08,10/04/2021 21:13:09,00:00:01.0895800,First B,yes,Second 2,10/04/2021 21:13:11,10/04/2021 21:13:12,00:00:01.2820980,Second 2 A,30.0%,no,10/04/2021 21:13:15
14,yes,10/04/2021 21:13:15,00:00:01.9697250,10/04/2021 21:13:17,10/04/2021 21:13:18,00:00:01.1512110,First B,no,Second 1,10/04/2021 21:13:20,10/04/2021 21:13:21,00:00:01.1507500,Second 1 B,70.0%,yes,10/04/2021 21:13:24
15,yes,10/04/2021 21:13:24,00:00:09.3074540,10/04/2021 21:13:33,10/04/2021 21:13:34,00:00:01.1342690,First B,no,Second 1,10/04/2021 21:13:36,10/04/2021 21:13:37,00:00:01.0971450,Second 1 B,70.0%,yes,10/04/2021 21:13:40
16,yes,10/04/2021 21:13:40,00:00:05.1003570,10/04/2021 21:13:45,10/04/2021 21:13:46,00:00:01.0802840,First B,yes,Second 2,10/04/2021 21:13:48,10/04/2021 21:13:49,00:00:01.3846260,Second 2 A,30.0%,no,10/04/2021 21:13:52
17,yes,10/04/2021 21:13:52,00:00:04.1143450,10/04/2021 21:13:56,10/04/2021 21:13:57,00:00:01.1815780,First B,yes,Second 2,10/04/2021 21:13:59,10/04/2021 21:14:00,00:00:01.2342900,Second 2 A,30.0%,no,10/04/2021 21:14:03
18,yes,10/04/2021 21:14:03,00:00:07.7351010,10/04/2021 21:14:11,10/04/2021 21:14:12,00:00:01.0844100,First B,yes,Second 2,10/04/2021 21:14:14,10/04/2021 21:14:15,00:00:01.1498990,Second 2 A,30.0%,no,10/04/2021 21:14:18
19,yes,10/04/2021 21:14:18,00:00:05.4838110,10/04/2021 21:14:23,10/04/2021 21:14:24,00:00:01.1828320,First B,yes,Second 2,10/04/2021 21:14:26,10/04/2021 21:14:27,00:00:01.1512950,Second 2 A,30.0%,no,10/04/2021 21:14:30
20,yes,10/04/2021 21:14:30,00:00:00.3786090,10/04/2021 21:14:30,10/04/2021 21:14:32,00:00:01.1201840,First B,yes,Second 2,10/04/2021 21:14:33,10/04/2021 21:14:34,00:00:01.2658700,Second 2 B,30.0%,no,10/04/2021 21:14:37
21,yes,10/04/2021 21:14:37,00:00:03.3268480,10/04/2021 21:14:41,10/04/2021 21:14:42,00:00:01.1840510,First B,yes,Second 2,10/04/2021 21:14:43,10/04/2021 21:14:45,00:00:01.2943850,Second 2 A,30.0%,no,10/04/2021 21:14:48
22,yes,10/04/2021 21:14:48,00:00:02.0382160,10/04/2021 21:14:50,10/04/2021 21:14:51,00:00:01.1138800,First A,yes,Second 1,10/04/2021 21:14:52,10/04/2021 21:14:54,00:00:01.2502230,Second 1 A,30.0%,no,10/04/2021 21:14:57
23,yes,10/04/2021 21:14:57,00:00:03.5778280,10/04/2021 21:15:00,10/04/2021 21:15:01,00:00:01.1688620,First A,yes,Second 1,10/04/2021 21:15:03,10/04/2021 21:15:04,00:00:01.1510470,Second 1 B,70.0%,no,10/04/2021 21:15:07
24,yes,10/04/2021 21:15:07,00:00:01.9737340,10/04/2021 21:15:09,10/04/2021 21:15:10,00:00:01.1018310,First A,no,Second 2,10/04/2021 21:15:12,10/04/2021 21:15:13,00:00:01.2610150,Second 2 B,30.0%,yes,10/04/2021 21:15:16
25,yes,10/04/2021 21:15:16,00:00:01.4174630,10/04/2021 21:15:17,10/04/2021 21:15:18,00:00:01.1837070,First A,yes,Second 1,10/04/2021 21:15:20,10/04/2021 21:15:21,00:00:01.3191060,Second 1 A,30.0%,no,10/04/2021 21:15:24
26,yes,10/04/2021 21:15:24,00:00:06.1977280,10/04/2021 21:15:30,10/04/2021 21:15:32,00:00:01.2210680,First A,yes,Second 1,10/04/2021 21:15:33,10/04/2021 21:15:35,00:00:01.5526620,Second 1 A,30.0%,no,10/04/2021 21:15:38
27,yes,10/04/2021 21:15:38,00:00:01.7219040,10/04/2021 21:15:39,10/04/2021 21:15:41,00:00:01.2199070,First A,no,Second 2,10/04/2021 21:15:42,10/04/2021 21:15:43,00:00:01.2520600,Second 2 B,30.0%,no,10/04/2021 21:15:46
28,yes,10/04/2021 21:15:46,00:00:03.0927520,10/04/2021 21:15:50,10/04/2021 21:15:51,00:00:01.1811970,First B,yes,Second 2,10/04/2021 21:15:52,10/04/2021 21:15:54,00:00:01.2874150,Second 2 A,30.0%,no,10/04/2021 21:15:57
29,yes,10/04/2021 21:15:57,00:00:02.0906560,10/04/2021 21:15:59,10/04/2021 21:16:00,00:00:01.2007530,First B,yes,Second 2,10/04/2021 21:16:01,10/04/2021 21:16:02,00:00:01.1545590,Second 2 B,30.0%,no,10/04/2021 21:16:05
30,yes,10/04/2021 21:16:05,00:00:01.7073520,10/04/2021 21:16:07,10/04/2021 21:16:08,00:00:01.2166000,First B,no,Second 1,10/04/2021 21:16:10,10/04/2021 21:16:11,00:00:01.2843530,Second 1 A,30.0%,no,10/04/2021 21:16:14
31,yes,10/04/2021 21:16:14,00:00:00.3997230,10/04/2021 21:16:15,10/04/2021 21:16:16,00:00:01.1879140,First B,no,Second 1,10/04/2021 21:16:17,10/04/2021 21:16:19,00:00:01.4016890,Second 1 A,30.0%,yes,10/04/2021 21:16:22
32,yes,10/04/2021 21:16:22,00:00:01.2749060,10/04/2021 21:16:23,10/04/2021 21:16:24,00:00:01.1821690,First B,yes,Second 2,10/04/2021 21:16:26,10/04/2021 21:16:27,00:00:01.6698550,Second 2 A,30.0%,yes,10/04/2021 21:16:30
33,yes,10/04/2021 21:16:30,00:00:00.0170320,10/04/2021 21:16:30,10/04/2021 21:16:31,00:00:01.0504380,First B,no,Second 1,10/04/2021 21:16:33,10/04/2021 21:16:34,00:00:01.1532800,Second 1 B,70.0%,yes,10/04/2021 21:16:37
34,yes,10/04/2021 21:16:37,00:00:02.4057200,10/04/2021 21:16:39,10/04/2021 21:16:41,00:00:01.1160660,First B,yes,Second 2,10/04/2021 21:16:42,10/04/2021 21:16:43,00:00:01.1483580,Second 2 B,30.0%,no,10/04/2021 21:16:46
35,yes,10/04/2021 21:16:46,00:00:00.8831120,10/04/2021 21:16:47,10/04/2021 21:16:48,00:00:01.0365450,First B,yes,Second 2,10/04/2021 21:16:50,10/04/2021 21:16:51,00:00:01.0886150,Second 2 A,30.0%,no,10/04/2021 21:16:54
36,yes,10/04/2021 21:16:54,00:00:00.0643170,10/04/2021 21:16:54,10/04/2021 21:16:55,00:00:01.0373300,First B,yes,Second 2,10/04/2021 21:16:56,10/04/2021 21:16:58,00:00:01.2531550,Second 2 A,30.0%,yes,10/04/2021 21:17:01
37,yes,10/04/2021 21:17:01,00:00:00.8539510,10/04/2021 21:17:01,10/04/2021 21:17:02,00:00:01.0016070,First B,no,Second 1,10/04/2021 21:17:04,10/04/2021 21:17:05,00:00:01.2543940,Second 1 A,30.0%,yes,10/04/2021 21:17:08
38,yes,10/04/2021 21:17:08,00:00:01.0894650,10/04/2021 21:17:09,10/04/2021 21:17:10,00:00:01.0974850,First B,no,Second 1,10/04/2021 21:17:12,10/04/2021 21:17:13,00:00:01.2226480,Second 1 B,70.0%,no,10/04/2021 21:17:16
39,yes,10/04/2021 21:17:16,00:00:04.4795380,10/04/2021 21:17:21,10/04/2021 21:17:22,00:00:01.1001990,First B,yes,Second 2,10/04/2021 21:17:23,10/04/2021 21:17:25,00:00:01.2485890,Second 2 A,30.0%,no,10/04/2021 21:17:28
40,yes,10/04/2021 21:17:28,00:00:01.4404080,10/04/2021 21:17:29,10/04/2021 21:17:30,00:00:01.0493770,First B,yes,Second 2,10/04/2021 21:17:32,10/04/2021 21:17:33,00:00:01.1683190,Second 2 A,30.0%,no,10/04/2021 21:17:36
41,yes,10/04/2021 21:17:36,00:00:01.1890190,10/04/2021 21:17:37,10/04/2021 21:17:38,00:00:01.0181810,First B,yes,Second 2,10/04/2021 21:17:39,10/04/2021 21:17:40,00:00:01.0648840,Second 2 A,30.0%,no,10/04/2021 21:17:43
42,yes,10/04/2021 21:17:43,00:00:06.5184340,10/04/2021 21:17:50,10/04/2021 21:17:51,00:00:01.1177530,First B,no,Second 1,10/04/2021 21:17:53,10/04/2021 21:17:54,00:00:01.3505590,Second 1 B,70.0%,yes,10/04/2021 21:17:57
43,yes,10/04/2021 21:17:57,00:00:01.6208280,10/04/2021 21:17:59,10/04/2021 21:18:00,00:00:01.1687530,First B,yes,Second 2,10/04/2021 21:18:01,10/04/2021 21:18:03,00:00:01.2364770,Second 2 A,30.0%,yes,10/04/2021 21:18:06
44,yes,10/04/2021 21:18:06,00:00:01.2869280,10/04/2021 21:18:07,10/04/2021 21:18:08,00:00:01.1364110,First B,yes,Second 2,10/04/2021 21:18:09,10/04/2021 21:18:11,00:00:01.2534490,Second 2 A,30.0%,no,10/04/2021 21:18:14
45,yes,10/04/2021 21:18:14,00:00:02.8093790,10/04/2021 21:18:17,10/04/2021 21:18:18,00:00:01.1825710,First B,no,Second 1,10/04/2021 21:18:19,10/04/2021 21:18:20,00:00:01.1988630,Second 1 A,30.0%,yes,10/04/2021 21:18:23
46,yes,10/04/2021 21:18:23,00:00:00.4030390,10/04/2021 21:18:24,10/04/2021 21:18:25,00:00:01.1989430,First B,no,Second 1,10/04/2021 21:18:27,10/04/2021 21:18:28,00:00:01.1519880,Second 1 A,30.0%,no,10/04/2021 21:18:31
47,no,10/04/2021 21:18:31,00:00:00.5721470,10/04/2021 21:18:31,,,,,,,,,,,,10/04/2021 21:18:32
