TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
11,yes,09/29/2021 11:29:10,00:00:00.4514270,09/29/2021 11:29:11,09/29/2021 11:29:12,00:00:00.8645100,First A,yes,Second 2,09/29/2021 11:29:13,09/29/2021 11:29:14,00:00:00.9832730,Second 2 B,70.0%,yes,09/29/2021 11:29:17
12,yes,09/29/2021 11:29:17,00:00:00.7634120,09/29/2021 11:29:18,09/29/2021 11:29:19,00:00:01.1005160,First B,yes,Second 1,09/29/2021 11:29:20,09/29/2021 11:29:22,00:00:01.3832970,Second 1 A,30.0%,no,09/29/2021 11:29:25
13,yes,09/29/2021 11:29:25,00:00:01.7000300,09/29/2021 11:29:27,09/29/2021 11:29:27,00:00:00.8671510,First A,yes,Second 2,09/29/2021 11:29:29,09/29/2021 11:29:30,00:00:01.1669110,Second 2 B,70.0%,yes,09/29/2021 11:29:33
14,yes,09/29/2021 11:29:33,00:00:00.8012030,09/29/2021 11:29:34,09/29/2021 11:29:35,00:00:00.7488630,First A,yes,Second 2,09/29/2021 11:29:36,09/29/2021 11:29:37,00:00:01.2815530,Second 2 B,70.0%,no,09/29/2021 11:29:41
15,yes,09/29/2021 11:29:41,00:00:00.5855490,09/29/2021 11:29:41,09/29/2021 11:29:42,00:00:00.9822220,First B,yes,Second 1,09/29/2021 11:29:44,09/29/2021 11:29:45,00:00:01.1648700,Second 1 B,30.0%,no,09/29/2021 11:29:48
16,yes,09/29/2021 11:29:48,00:00:02.5165050,09/29/2021 11:29:50,09/29/2021 11:29:52,00:00:01.3493160,First A,yes,Second 2,09/29/2021 11:29:53,09/29/2021 11:29:54,00:00:00.8165720,Second 2 B,70.0%,yes,09/29/2021 11:29:57
17,yes,09/29/2021 11:29:57,00:00:02.5499760,09/29/2021 11:30:00,09/29/2021 11:30:00,00:00:00.8652650,First B,yes,Second 1,09/29/2021 11:30:02,09/29/2021 11:30:04,00:00:01.7662820,Second 1 A,30.0%,no,09/29/2021 11:30:07
18,yes,09/29/2021 11:30:07,00:00:07.0795320,09/29/2021 11:30:14,09/29/2021 11:30:15,00:00:00.7503620,First B,no,Second 2,09/29/2021 11:30:16,09/29/2021 11:30:17,00:00:01.0323910,Second 2 A,30.0%,yes,09/29/2021 11:30:20
19,yes,09/29/2021 11:30:20,00:00:00.8496090,09/29/2021 11:30:21,09/29/2021 11:30:22,00:00:00.9996770,First A,no,Second 1,09/29/2021 11:30:24,09/29/2021 11:30:25,00:00:01.4498890,Second 1 B,30.0%,no,09/29/2021 11:30:28
20,yes,09/29/2021 11:30:28,00:00:04.7802880,09/29/2021 11:30:33,09/29/2021 11:30:34,00:00:01.1828180,First B,no,Second 2,09/29/2021 11:30:35,09/29/2021 11:30:36,00:00:00.8500420,Second 2 A,30.0%,yes,09/29/2021 11:30:39
21,yes,09/29/2021 11:30:39,00:00:01.2333640,09/29/2021 11:30:41,09/29/2021 11:30:42,00:00:01.0155120,First A,no,Second 1,09/29/2021 11:30:43,09/29/2021 11:30:44,00:00:01.1813780,Second 1 A,30.0%,no,09/29/2021 11:30:47
22,yes,09/29/2021 11:30:47,00:00:03.1467180,09/29/2021 11:30:50,09/29/2021 11:30:52,00:00:01.1331830,First A,yes,Second 2,09/29/2021 11:30:53,09/29/2021 11:30:54,00:00:01.0812310,Second 2 B,70.0%,no,09/29/2021 11:30:57
23,yes,09/29/2021 11:30:57,00:00:03.0333770,09/29/2021 11:31:00,09/29/2021 11:31:01,00:00:00.8981740,First A,yes,Second 2,09/29/2021 11:31:03,09/29/2021 11:31:04,00:00:01.0827570,Second 2 B,70.0%,yes,09/29/2021 11:31:07
24,yes,09/29/2021 11:31:07,00:00:02.9993680,09/29/2021 11:31:10,09/29/2021 11:31:11,00:00:00.7484380,First B,yes,Second 1,09/29/2021 11:31:12,09/29/2021 11:31:13,00:00:01.2648730,Second 1 B,30.0%,no,09/29/2021 11:31:16
25,yes,09/29/2021 11:31:16,00:00:00.1504520,09/29/2021 11:31:17,09/29/2021 11:31:18,00:00:00.9984550,First B,yes,Second 1,09/29/2021 11:31:19,09/29/2021 11:31:20,00:00:01.2496030,Second 1 A,30.0%,no,09/29/2021 11:31:23
26,yes,09/29/2021 11:31:23,00:00:07.5474690,09/29/2021 11:31:31,09/29/2021 11:31:32,00:00:00.8675850,First B,yes,Second 1,09/29/2021 11:31:33,09/29/2021 11:31:34,00:00:01.2329240,Second 1 B,30.0%,no,09/29/2021 11:31:38
27,yes,09/29/2021 11:31:38,00:00:01.2498550,09/29/2021 11:31:39,09/29/2021 11:31:40,00:00:00.9505970,First A,no,Second 1,09/29/2021 11:31:41,09/29/2021 11:31:43,00:00:01.4498000,Second 1 A,30.0%,yes,09/29/2021 11:31:46
28,yes,09/29/2021 11:31:46,00:00:01.5656020,09/29/2021 11:31:47,09/29/2021 11:31:48,00:00:00.9987910,First A,yes,Second 2,09/29/2021 11:31:50,09/29/2021 11:31:51,00:00:00.7993180,Second 2 B,70.0%,yes,09/29/2021 11:31:54
29,yes,09/29/2021 11:31:54,00:00:03.8134420,09/29/2021 11:31:57,09/29/2021 11:31:58,00:00:00.7676780,First B,yes,Second 1,09/29/2021 11:32:00,09/29/2021 11:32:00,00:00:00.6679200,Second 1 A,30.0%,no,09/29/2021 11:32:03
30,yes,09/29/2021 11:32:03,00:00:00.7002880,09/29/2021 11:32:04,09/29/2021 11:32:05,00:00:00.6988920,First A,no,Second 1,09/29/2021 11:32:06,09/29/2021 11:32:08,00:00:01.2490280,Second 1 B,30.0%,no,09/29/2021 11:32:11
31,yes,09/29/2021 11:32:11,00:00:00.4983800,09/29/2021 11:32:11,09/29/2021 11:32:12,00:00:01.0998280,First B,yes,Second 1,09/29/2021 11:32:14,09/29/2021 11:32:15,00:00:01.2994860,Second 1 B,30.0%,no,09/29/2021 11:32:18
32,yes,09/29/2021 11:32:18,00:00:01.1002290,09/29/2021 11:32:19,09/29/2021 11:32:20,00:00:01.1002380,First A,no,Second 1,09/29/2021 11:32:22,09/29/2021 11:32:23,00:00:00.9853520,Second 1 A,30.0%,yes,09/29/2021 11:32:26
33,yes,09/29/2021 11:32:26,00:00:02.6663020,09/29/2021 11:32:28,09/29/2021 11:32:29,00:00:00.8170180,First B,yes,Second 1,09/29/2021 11:32:31,09/29/2021 11:32:32,00:00:01.2130980,Second 1 A,30.0%,no,09/29/2021 11:32:35
34,yes,09/29/2021 11:32:35,00:00:02.3331720,09/29/2021 11:32:37,09/29/2021 11:32:38,00:00:00.9513130,First B,yes,Second 1,09/29/2021 11:32:40,09/29/2021 11:32:41,00:00:01.1667650,Second 1 B,30.0%,yes,09/29/2021 11:32:44
35,yes,09/29/2021 11:32:44,00:00:08.0957320,09/29/2021 11:32:52,09/29/2021 11:32:53,00:00:00.8019690,First B,yes,Second 1,09/29/2021 11:32:54,09/29/2021 11:32:55,00:00:01.0171840,Second 1 A,30.0%,yes,09/29/2021 11:32:58
36,yes,09/29/2021 11:32:58,00:00:05.8650420,09/29/2021 11:33:04,09/29/2021 11:33:05,00:00:01.0650610,First B,yes,Second 1,09/29/2021 11:33:07,09/29/2021 11:33:08,00:00:00.7829370,Second 1 A,30.0%,no,09/29/2021 11:33:11
37,yes,09/29/2021 11:33:11,00:00:06.1139200,09/29/2021 11:33:17,09/29/2021 11:33:18,00:00:00.7834230,First B,yes,Second 1,09/29/2021 11:33:19,09/29/2021 11:33:20,00:00:00.8166170,Second 1 B,30.0%,no,09/29/2021 11:33:23
38,yes,09/29/2021 11:33:23,00:00:00.1333950,09/29/2021 11:33:23,09/29/2021 11:33:24,00:00:00.9655450,First A,yes,Second 2,09/29/2021 11:33:26,09/29/2021 11:33:27,00:00:01.0153900,Second 2 B,70.0%,yes,09/29/2021 11:33:30
39,yes,09/29/2021 11:33:30,00:00:06.3126070,09/29/2021 11:33:36,09/29/2021 11:33:37,00:00:00.7495790,First A,yes,Second 2,09/29/2021 11:33:38,09/29/2021 11:33:39,00:00:01.0989570,Second 2 B,70.0%,yes,09/29/2021 11:33:42
40,yes,09/29/2021 11:33:42,00:00:00.3500180,09/29/2021 11:33:43,09/29/2021 11:33:44,00:00:00.8333640,First A,yes,Second 2,09/29/2021 11:33:45,09/29/2021 11:33:46,00:00:00.7181460,Second 2 B,70.0%,yes,09/29/2021 11:33:49
41,no,09/29/2021 11:33:49,00:00:03.1482270,09/29/2021 11:33:52,09/29/2021 11:33:53,00:00:00.7649900,First A,no,Second 1,09/29/2021 11:33:54,,,,,,09/29/2021 11:33:56
42,yes,09/29/2021 11:33:56,00:00:02.1101600,09/29/2021 11:33:58,09/29/2021 11:33:59,00:00:00.8667880,First A,yes,Second 2,09/29/2021 11:34:01,09/29/2021 11:34:01,00:00:00.6848460,Second 2 B,70.0%,yes,09/29/2021 11:34:05
43,yes,09/29/2021 11:34:05,00:00:02.4986210,09/29/2021 11:34:07,09/29/2021 11:34:08,00:00:00.8660050,First B,no,Second 2,09/29/2021 11:34:09,09/29/2021 11:34:10,00:00:00.8154090,Second 2 A,30.0%,yes,09/29/2021 11:34:13
44,yes,09/29/2021 11:34:13,00:00:01.2171160,09/29/2021 11:34:14,09/29/2021 11:34:15,00:00:00.7324580,First A,no,Second 1,09/29/2021 11:34:17,09/29/2021 11:34:18,00:00:00.8506370,Second 1 A,30.0%,no,09/29/2021 11:34:21
45,yes,09/29/2021 11:34:21,00:00:02.3503230,09/29/2021 11:34:23,09/29/2021 11:34:24,00:00:00.8662680,First A,yes,Second 2,09/29/2021 11:34:25,09/29/2021 11:34:26,00:00:00.9811410,Second 2 B,70.0%,yes,09/29/2021 11:34:29
46,yes,09/29/2021 11:34:29,00:00:00.5323920,09/29/2021 11:34:30,09/29/2021 11:34:31,00:00:00.7499610,First B,no,Second 2,09/29/2021 11:34:32,09/29/2021 11:34:33,00:00:00.9987880,Second 2 A,30.0%,yes,09/29/2021 11:34:36
47,yes,09/29/2021 11:34:36,00:00:03.2148550,09/29/2021 11:34:39,09/29/2021 11:34:40,00:00:00.7158120,First B,yes,Second 1,09/29/2021 11:34:42,09/29/2021 11:34:43,00:00:00.9488400,Second 1 A,30.0%,no,09/29/2021 11:34:46
48,yes,09/29/2021 11:34:46,00:00:01.6345980,09/29/2021 11:34:47,09/29/2021 11:34:48,00:00:00.8822810,First A,yes,Second 2,09/29/2021 11:34:50,09/29/2021 11:34:51,00:00:01.1485470,Second 2 B,70.0%,yes,09/29/2021 11:34:54
49,yes,09/29/2021 11:34:54,00:00:02.4319180,09/29/2021 11:34:56,09/29/2021 11:34:57,00:00:00.9172010,First B,yes,Second 1,09/29/2021 11:34:59,09/29/2021 11:35:00,00:00:01.0504460,Second 1 B,30.0%,no,09/29/2021 11:35:03
50,yes,09/29/2021 11:35:03,00:00:17.9423490,09/29/2021 11:35:21,09/29/2021 11:35:22,00:00:00.8504100,First A,yes,Second 2,09/29/2021 11:35:23,09/29/2021 11:35:24,00:00:00.9681770,Second 2 B,70.0%,yes,09/29/2021 11:35:27
51,yes,09/29/2021 11:35:27,00:00:00.3999060,09/29/2021 11:35:27,09/29/2021 11:35:28,00:00:00.8672540,First B,no,Second 2,09/29/2021 11:35:30,09/29/2021 11:35:31,00:00:00.8692650,Second 2 A,30.0%,yes,09/29/2021 11:35:34
52,yes,09/29/2021 11:35:34,00:00:02.7005790,09/29/2021 11:35:36,09/29/2021 11:35:37,00:00:00.6165900,First B,yes,Second 1,09/29/2021 11:35:39,09/29/2021 11:35:39,00:00:00.9506260,Second 1 B,30.0%,no,09/29/2021 11:35:43
53,yes,09/29/2021 11:35:43,00:00:00.9500480,09/29/2021 11:35:43,09/29/2021 11:35:44,00:00:00.8988880,First A,yes,Second 2,09/29/2021 11:35:46,09/29/2021 11:35:47,00:00:01.2996020,Second 2 B,70.0%,yes,09/29/2021 11:35:50
54,yes,09/29/2021 11:35:50,00:00:00.6512890,09/29/2021 11:35:51,09/29/2021 11:35:52,00:00:00.8650870,First B,yes,Second 1,09/29/2021 11:35:53,09/29/2021 11:35:54,00:00:00.9999950,Second 1 A,30.0%,no,09/29/2021 11:35:57
55,yes,09/29/2021 11:35:57,00:00:03.7149610,09/29/2021 11:36:01,09/29/2021 11:36:02,00:00:00.7995980,First A,no,Second 1,09/29/2021 11:36:03,09/29/2021 11:36:04,00:00:01.1504050,Second 1 A,30.0%,yes,09/29/2021 11:36:07
56,yes,09/29/2021 11:36:07,00:00:02.1495420,09/29/2021 11:36:10,09/29/2021 11:36:10,00:00:00.8499370,First B,yes,Second 1,09/29/2021 11:36:12,09/29/2021 11:36:13,00:00:01.2832380,Second 1 A,30.0%,no,09/29/2021 11:36:16
57,yes,09/29/2021 11:36:16,00:00:05.4145760,09/29/2021 11:36:22,09/29/2021 11:36:23,00:00:00.7660860,First A,yes,Second 2,09/29/2021 11:36:24,09/29/2021 11:36:25,00:00:00.8826130,Second 2 B,70.0%,yes,09/29/2021 11:36:28
58,yes,09/29/2021 11:36:28,00:00:02.0155420,09/29/2021 11:36:30,09/29/2021 11:36:31,00:00:00.7824460,First A,yes,Second 2,09/29/2021 11:36:32,09/29/2021 11:36:33,00:00:00.8669020,Second 2 B,70.0%,yes,09/29/2021 11:36:36
59,yes,09/29/2021 11:36:36,00:00:03.1994090,09/29/2021 11:36:39,09/29/2021 11:36:40,00:00:01.0491540,First A,yes,Second 2,09/29/2021 11:36:42,09/29/2021 11:36:43,00:00:00.9342540,Second 2 B,70.0%,no,09/29/2021 11:36:46
60,yes,09/29/2021 11:36:46,00:00:00.6639450,09/29/2021 11:36:47,09/29/2021 11:36:47,00:00:00.8504530,First B,yes,Second 1,09/29/2021 11:36:49,09/29/2021 11:36:50,00:00:00.9170890,Second 1 A,30.0%,no,09/29/2021 11:36:53
61,yes,09/29/2021 11:36:53,00:00:01.1654930,09/29/2021 11:36:54,09/29/2021 11:36:55,00:00:00.7492140,First B,no,Second 2,09/29/2021 11:36:56,09/29/2021 11:36:57,00:00:00.8172180,Second 2 A,30.0%,no,09/29/2021 11:37:00
62,yes,09/29/2021 11:37:00,00:00:04.7986590,09/29/2021 11:37:05,09/29/2021 11:37:06,00:00:00.7474220,First B,yes,Second 1,09/29/2021 11:37:07,09/29/2021 11:37:08,00:00:00.7150480,Second 1 B,30.0%,no,09/29/2021 11:37:11
63,yes,09/29/2021 11:37:11,00:00:02.9313660,09/29/2021 11:37:14,09/29/2021 11:37:15,00:00:00.9832930,First B,yes,Second 1,09/29/2021 11:37:16,09/29/2021 11:37:17,00:00:01.0315270,Second 1 A,30.0%,no,09/29/2021 11:37:20
64,yes,09/29/2021 11:37:20,00:00:00.5343310,09/29/2021 11:37:21,09/29/2021 11:37:22,00:00:00.7332200,First B,yes,Second 1,09/29/2021 11:37:23,09/29/2021 11:37:24,00:00:01.1305020,Second 1 A,30.0%,no,09/29/2021 11:37:27
65,yes,09/29/2021 11:37:27,00:00:00.5501940,09/29/2021 11:37:28,09/29/2021 11:37:29,00:00:00.7514050,First A,yes,Second 2,09/29/2021 11:37:30,09/29/2021 11:37:31,00:00:01.1979070,Second 2 A,30.0%,no,09/29/2021 11:37:34
66,yes,09/29/2021 11:37:34,00:00:01.0994330,09/29/2021 11:37:36,09/29/2021 11:37:36,00:00:00.7493540,First A,yes,Second 2,09/29/2021 11:37:38,09/29/2021 11:37:39,00:00:00.7337140,Second 2 B,70.0%,no,09/29/2021 11:37:42
67,yes,09/29/2021 11:37:42,00:00:00.1322000,09/29/2021 11:37:42,09/29/2021 11:37:43,00:00:00.8169210,First B,yes,Second 1,09/29/2021 11:37:44,09/29/2021 11:37:45,00:00:01.0671480,Second 1 B,30.0%,yes,09/29/2021 11:37:48
68,yes,09/29/2021 11:37:48,00:00:06.1658200,09/29/2021 11:37:54,09/29/2021 11:37:55,00:00:00.8324720,First B,yes,Second 1,09/29/2021 11:37:57,09/29/2021 11:37:57,00:00:00.7481620,Second 1 B,30.0%,no,09/29/2021 11:38:00
69,yes,09/29/2021 11:38:00,00:00:00.1510870,09/29/2021 11:38:01,09/29/2021 11:38:02,00:00:00.9321160,First A,yes,Second 2,09/29/2021 11:38:03,09/29/2021 11:38:04,00:00:01.0334580,Second 2 A,30.0%,yes,09/29/2021 11:38:07
70,yes,09/29/2021 11:38:07,00:00:00.7653680,09/29/2021 11:38:08,09/29/2021 11:38:09,00:00:00.9995620,First A,yes,Second 2,09/29/2021 11:38:10,09/29/2021 11:38:12,00:00:01.5657320,Second 2 A,30.0%,yes,09/29/2021 11:38:15
71,yes,09/29/2021 11:38:15,00:00:00.5515670,09/29/2021 11:38:16,09/29/2021 11:38:16,00:00:00.7651830,First A,yes,Second 2,09/29/2021 11:38:18,09/29/2021 11:38:19,00:00:00.7320710,Second 2 A,30.0%,no,09/29/2021 11:38:22
72,yes,09/29/2021 11:38:22,00:00:00.5001430,09/29/2021 11:38:22,09/29/2021 11:38:23,00:00:00.8321730,First B,no,Second 2,09/29/2021 11:38:24,09/29/2021 11:38:25,00:00:01.0667190,Second 2 B,70.0%,yes,09/29/2021 11:38:29
73,yes,09/29/2021 11:38:29,00:00:04.6302600,09/29/2021 11:38:33,09/29/2021 11:38:34,00:00:01.0156190,First B,yes,Second 1,09/29/2021 11:38:36,09/29/2021 11:38:36,00:00:00.6166570,Second 1 B,30.0%,no,09/29/2021 11:38:39
74,yes,09/29/2021 11:38:39,00:00:02.3335730,09/29/2021 11:38:42,09/29/2021 11:38:43,00:00:00.9485280,First A,yes,Second 2,09/29/2021 11:38:44,09/29/2021 11:38:45,00:00:01.3666440,Second 2 A,30.0%,no,09/29/2021 11:38:49
75,yes,09/29/2021 11:38:49,00:00:01.4323100,09/29/2021 11:38:50,09/29/2021 11:38:51,00:00:00.7175000,First A,yes,Second 2,09/29/2021 11:38:52,09/29/2021 11:38:53,00:00:01.2010450,Second 2 B,70.0%,yes,09/29/2021 11:38:56
76,yes,09/29/2021 11:38:56,00:00:02.8323210,09/29/2021 11:38:59,09/29/2021 11:39:00,00:00:00.9164800,First A,yes,Second 2,09/29/2021 11:39:02,09/29/2021 11:39:03,00:00:01.0985230,Second 2 B,70.0%,no,09/29/2021 11:39:06
77,yes,09/29/2021 11:39:06,00:00:00.1179350,09/29/2021 11:39:06,09/29/2021 11:39:07,00:00:01.0669360,First A,yes,Second 2,09/29/2021 11:39:09,09/29/2021 11:39:09,00:00:00.8998020,Second 2 A,30.0%,no,09/29/2021 11:39:12
78,yes,09/29/2021 11:39:12,00:00:04.6186310,09/29/2021 11:39:17,09/29/2021 11:39:18,00:00:00.8147220,First A,no,Second 1,09/29/2021 11:39:19,09/29/2021 11:39:21,00:00:01.1499330,Second 1 B,30.0%,yes,09/29/2021 11:39:24
79,yes,09/29/2021 11:39:24,00:00:02.5649920,09/29/2021 11:39:26,09/29/2021 11:39:27,00:00:00.8997380,First A,yes,Second 2,09/29/2021 11:39:29,09/29/2021 11:39:30,00:00:01.4986490,Second 2 B,70.0%,no,09/29/2021 11:39:33
80,yes,09/29/2021 11:39:33,00:00:00.5015060,09/29/2021 11:39:34,09/29/2021 11:39:35,00:00:00.9483510,First A,yes,Second 2,09/29/2021 11:39:36,09/29/2021 11:39:37,00:00:00.7836150,Second 2 B,70.0%,yes,09/29/2021 11:39:40
81,yes,09/29/2021 11:39:40,00:00:00.4004980,09/29/2021 11:39:40,09/29/2021 11:39:41,00:00:00.9157560,First A,yes,Second 2,09/29/2021 11:39:43,09/29/2021 11:39:43,00:00:00.6003420,Second 2 A,30.0%,yes,09/29/2021 11:39:46
82,yes,09/29/2021 11:39:46,00:00:03.9458680,09/29/2021 11:39:50,09/29/2021 11:39:51,00:00:00.7338340,First A,yes,Second 2,09/29/2021 11:39:53,09/29/2021 11:39:54,00:00:01.1835060,Second 2 B,70.0%,yes,09/29/2021 11:39:57
83,yes,09/29/2021 11:39:57,00:00:02.4166760,09/29/2021 11:39:59,09/29/2021 11:40:00,00:00:00.7163100,First A,yes,Second 2,09/29/2021 11:40:01,09/29/2021 11:40:03,00:00:01.3325080,Second 2 A,30.0%,no,09/29/2021 11:40:06
84,yes,09/29/2021 11:40:06,00:00:00.3650830,09/29/2021 11:40:06,09/29/2021 11:40:07,00:00:00.9846170,First A,yes,Second 2,09/29/2021 11:40:09,09/29/2021 11:40:09,00:00:00.7183550,Second 2 A,30.0%,no,09/29/2021 11:40:12
85,yes,09/29/2021 11:40:12,00:00:02.4811980,09/29/2021 11:40:15,09/29/2021 11:40:16,00:00:00.8660230,First B,no,Second 2,09/29/2021 11:40:17,09/29/2021 11:40:18,00:00:00.9996690,Second 2 A,30.0%,no,09/29/2021 11:40:21
86,yes,09/29/2021 11:40:21,00:00:01.3001250,09/29/2021 11:40:23,09/29/2021 11:40:23,00:00:00.7673870,First B,yes,Second 1,09/29/2021 11:40:25,09/29/2021 11:40:26,00:00:00.8498930,Second 1 B,30.0%,no,09/29/2021 11:40:29
87,yes,09/29/2021 11:40:29,00:00:02.9990640,09/29/2021 11:40:32,09/29/2021 11:40:33,00:00:00.8548520,First B,yes,Second 1,09/29/2021 11:40:34,09/29/2021 11:40:35,00:00:00.8485590,Second 1 A,30.0%,yes,09/29/2021 11:40:38
88,yes,09/29/2021 11:40:38,00:00:02.6973670,09/29/2021 11:40:41,09/29/2021 11:40:42,00:00:01.0165080,First A,yes,Second 2,09/29/2021 11:40:43,09/29/2021 11:40:44,00:00:00.9824060,Second 2 B,70.0%,yes,09/29/2021 11:40:47
89,yes,09/29/2021 11:40:47,00:00:01.2815200,09/29/2021 11:40:49,09/29/2021 11:40:49,00:00:00.8318500,First A,no,Second 1,09/29/2021 11:40:51,09/29/2021 11:40:52,00:00:01.0490790,Second 1 A,30.0%,no,09/29/2021 11:40:55
90,yes,09/29/2021 11:40:55,00:00:06.9313380,09/29/2021 11:41:02,09/29/2021 11:41:03,00:00:01.0475390,First B,yes,Second 1,09/29/2021 11:41:04,09/29/2021 11:41:05,00:00:00.8655710,Second 1 A,30.0%,no,09/29/2021 11:41:08
91,yes,09/29/2021 11:41:08,00:00:00.9171260,09/29/2021 11:41:09,09/29/2021 11:41:10,00:00:01.0981440,First B,no,Second 2,09/29/2021 11:41:12,09/29/2021 11:41:13,00:00:00.7324220,Second 2 B,70.0%,no,09/29/2021 11:41:16
92,yes,09/29/2021 11:41:16,00:00:00.7653490,09/29/2021 11:41:16,09/29/2021 11:41:17,00:00:00.6156590,First B,no,Second 2,09/29/2021 11:41:19,09/29/2021 11:41:19,00:00:00.8981790,Second 2 A,30.0%,no,09/29/2021 11:41:22
93,yes,09/29/2021 11:41:22,00:00:06.2985280,09/29/2021 11:41:29,09/29/2021 11:41:30,00:00:01.0986070,First A,yes,Second 2,09/29/2021 11:41:31,09/29/2021 11:41:32,00:00:00.9503140,Second 2 B,70.0%,yes,09/29/2021 11:41:35
94,yes,09/29/2021 11:41:35,00:00:01.3197180,09/29/2021 11:41:37,09/29/2021 11:41:38,00:00:00.8805390,First A,yes,Second 2,09/29/2021 11:41:39,09/29/2021 11:41:40,00:00:00.9157290,Second 2 B,70.0%,no,09/29/2021 11:41:43
95,yes,09/29/2021 11:41:43,00:00:04.3985360,09/29/2021 11:41:47,09/29/2021 11:41:48,00:00:00.8494120,First A,yes,Second 2,09/29/2021 11:41:50,09/29/2021 11:41:51,00:00:01.0328250,Second 2 B,70.0%,no,09/29/2021 11:41:54
96,yes,09/29/2021 11:41:54,00:00:02.7327480,09/29/2021 11:41:57,09/29/2021 11:41:57,00:00:00.8673450,First A,no,Second 1,09/29/2021 11:41:59,09/29/2021 11:42:00,00:00:01.0823690,Second 1 A,30.0%,yes,09/29/2021 11:42:03
97,yes,09/29/2021 11:42:03,00:00:03.0513610,09/29/2021 11:42:06,09/29/2021 11:42:07,00:00:00.6970660,First A,no,Second 1,09/29/2021 11:42:08,09/29/2021 11:42:09,00:00:00.8513420,Second 1 A,30.0%,yes,09/29/2021 11:42:12
98,yes,09/29/2021 11:42:12,00:00:00.9029430,09/29/2021 11:42:13,09/29/2021 11:42:14,00:00:00.8974530,First A,yes,Second 2,09/29/2021 11:42:16,09/29/2021 11:42:17,00:00:01.2006080,Second 2 B,70.0%,yes,09/29/2021 11:42:20
99,yes,09/29/2021 11:42:20,00:00:02.2986810,09/29/2021 11:42:22,09/29/2021 11:42:23,00:00:01.3150590,First A,no,Second 1,09/29/2021 11:42:25,09/29/2021 11:42:25,00:00:00.5990750,Second 1 B,30.0%,no,09/29/2021 11:42:29
