TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
17,yes,10/06/2021 17:09:48,00:00:00.3991170,10/06/2021 17:09:49,10/06/2021 17:09:50,00:00:01.4824790,First B,no,Second 2,10/06/2021 17:09:52,10/06/2021 17:09:53,00:00:01.4643300,Second 2 A,30.0%,yes,10/06/2021 17:09:56
18,yes,10/06/2021 17:09:56,00:00:01.9814600,10/06/2021 17:09:58,10/06/2021 17:09:59,00:00:00.7997010,First A,yes,Second 2,10/06/2021 17:10:00,10/06/2021 17:10:01,00:00:00.7827870,Second 2 A,30.0%,yes,10/06/2021 17:10:04
19,yes,10/06/2021 17:10:04,00:00:00.9322820,10/06/2021 17:10:05,10/06/2021 17:10:06,00:00:00.6991380,First B,yes,Second 1,10/06/2021 17:10:07,10/06/2021 17:10:09,00:00:01.0821010,Second 1 B,30.0%,no,10/06/2021 17:10:12
20,yes,10/06/2021 17:10:12,00:00:03.2809820,10/06/2021 17:10:15,10/06/2021 17:10:16,00:00:01.2161040,First B,no,Second 2,10/06/2021 17:10:18,10/06/2021 17:10:19,00:00:01.0324430,Second 2 A,30.0%,yes,10/06/2021 17:10:22
21,yes,10/06/2021 17:10:22,00:00:00.7166680,10/06/2021 17:10:22,10/06/2021 17:10:23,00:00:00.9824800,First A,no,Second 1,10/06/2021 17:10:25,10/06/2021 17:10:26,00:00:00.7316680,Second 1 A,70.0%,no,10/06/2021 17:10:29
22,yes,10/06/2021 17:10:29,00:00:04.2139570,10/06/2021 17:10:33,10/06/2021 17:10:34,00:00:01.0327080,First B,yes,Second 1,10/06/2021 17:10:35,10/06/2021 17:10:37,00:00:01.4989010,Second 1 A,70.0%,no,10/06/2021 17:10:40
23,yes,10/06/2021 17:10:40,00:00:07.6446310,10/06/2021 17:10:48,10/06/2021 17:10:48,00:00:00.8495330,First B,no,Second 2,10/06/2021 17:10:50,10/06/2021 17:10:51,00:00:01.1999660,Second 2 A,30.0%,yes,10/06/2021 17:10:54
24,yes,10/06/2021 17:10:54,00:00:03.1307120,10/06/2021 17:10:57,10/06/2021 17:10:58,00:00:00.8165590,First A,yes,Second 2,10/06/2021 17:11:00,10/06/2021 17:11:00,00:00:00.7832110,Second 2 A,30.0%,no,10/06/2021 17:11:03
25,yes,10/06/2021 17:11:03,00:00:01.5817800,10/06/2021 17:11:05,10/06/2021 17:11:06,00:00:00.9827040,First A,yes,Second 2,10/06/2021 17:11:08,10/06/2021 17:11:08,00:00:00.7994740,Second 2 A,30.0%,yes,10/06/2021 17:11:11
26,yes,10/06/2021 17:11:11,00:00:00.4646170,10/06/2021 17:11:12,10/06/2021 17:11:13,00:00:01.3492990,First A,yes,Second 2,10/06/2021 17:11:15,10/06/2021 17:11:15,00:00:00.7991920,Second 2 A,30.0%,yes,10/06/2021 17:11:19
27,yes,10/06/2021 17:11:19,00:00:07.5950370,10/06/2021 17:11:26,10/06/2021 17:11:27,00:00:00.9161050,First A,no,Second 1,10/06/2021 17:11:29,10/06/2021 17:11:30,00:00:01.1654580,Second 1 A,70.0%,yes,10/06/2021 17:11:33
28,yes,10/06/2021 17:11:33,00:00:07.5443370,10/06/2021 17:11:40,10/06/2021 17:11:41,00:00:00.6995150,First A,no,Second 1,10/06/2021 17:11:42,10/06/2021 17:11:43,00:00:00.9492860,Second 1 B,30.0%,no,10/06/2021 17:11:46
29,yes,10/06/2021 17:11:46,00:00:01.3333620,10/06/2021 17:11:48,10/06/2021 17:11:49,00:00:00.8000160,First B,yes,Second 1,10/06/2021 17:11:50,10/06/2021 17:11:51,00:00:00.8001880,Second 1 A,70.0%,no,10/06/2021 17:11:54
30,yes,10/06/2021 17:11:54,00:00:01.6161760,10/06/2021 17:11:56,10/06/2021 17:11:56,00:00:00.8159220,First A,yes,Second 2,10/06/2021 17:11:58,10/06/2021 17:11:58,00:00:00.5666360,Second 2 A,30.0%,no,10/06/2021 17:12:01
31,yes,10/06/2021 17:12:01,00:00:03.3658420,10/06/2021 17:12:05,10/06/2021 17:12:06,00:00:00.7645470,First A,yes,Second 2,10/06/2021 17:12:07,10/06/2021 17:12:08,00:00:01.0826710,Second 2 A,30.0%,no,10/06/2021 17:12:11
32,yes,10/06/2021 17:12:11,00:00:03.8144400,10/06/2021 17:12:15,10/06/2021 17:12:16,00:00:01.2487260,First A,no,Second 1,10/06/2021 17:12:18,10/06/2021 17:12:19,00:00:01.5154700,Second 1 B,30.0%,no,10/06/2021 17:12:22
33,yes,10/06/2021 17:12:22,00:00:03.6308430,10/06/2021 17:12:26,10/06/2021 17:12:27,00:00:01.0173100,First A,yes,Second 2,10/06/2021 17:12:29,10/06/2021 17:12:29,00:00:00.7992160,Second 2 B,30.0%,yes,10/06/2021 17:12:32
34,yes,10/06/2021 17:12:32,00:00:01.1159920,10/06/2021 17:12:33,10/06/2021 17:12:34,00:00:00.8655690,First A,yes,Second 2,10/06/2021 17:12:36,10/06/2021 17:12:37,00:00:01.0496970,Second 2 B,30.0%,no,10/06/2021 17:12:40
35,yes,10/06/2021 17:12:40,00:00:00.1168400,10/06/2021 17:12:40,10/06/2021 17:12:41,00:00:00.8484340,First A,yes,Second 2,10/06/2021 17:12:42,10/06/2021 17:12:43,00:00:00.9821500,Second 2 B,30.0%,yes,10/06/2021 17:12:46
36,yes,10/06/2021 17:12:46,00:00:03.3809240,10/06/2021 17:12:50,10/06/2021 17:12:51,00:00:00.9497530,First A,yes,Second 2,10/06/2021 17:12:52,10/06/2021 17:12:53,00:00:01.0159230,Second 2 B,30.0%,no,10/06/2021 17:12:56
37,yes,10/06/2021 17:12:56,00:00:04.8140420,10/06/2021 17:13:01,10/06/2021 17:13:02,00:00:00.7654110,First B,no,Second 2,10/06/2021 17:13:03,10/06/2021 17:13:05,00:00:01.3320910,Second 2 B,30.0%,yes,10/06/2021 17:13:08
38,yes,10/06/2021 17:13:08,00:00:01.1826030,10/06/2021 17:13:09,10/06/2021 17:13:10,00:00:01.0500180,First A,yes,Second 2,10/06/2021 17:13:12,10/06/2021 17:13:13,00:00:01.0163340,Second 2 B,30.0%,no,10/06/2021 17:13:16
39,yes,10/06/2021 17:13:16,00:00:03.2478570,10/06/2021 17:13:19,10/06/2021 17:13:20,00:00:00.9501540,First A,no,Second 1,10/06/2021 17:13:21,10/06/2021 17:13:23,00:00:01.3659050,Second 1 B,30.0%,no,10/06/2021 17:13:26
40,yes,10/06/2021 17:13:26,00:00:01.0497450,10/06/2021 17:13:27,10/06/2021 17:13:28,00:00:00.9488000,First A,no,Second 1,10/06/2021 17:13:29,10/06/2021 17:13:30,00:00:01.0656170,Second 1 A,70.0%,no,10/06/2021 17:13:33
41,yes,10/06/2021 17:13:33,00:00:00.9337430,10/06/2021 17:13:34,10/06/2021 17:13:35,00:00:00.7990170,First A,no,Second 1,10/06/2021 17:13:37,10/06/2021 17:13:38,00:00:01.2988620,Second 1 A,70.0%,yes,10/06/2021 17:13:41
42,yes,10/06/2021 17:13:41,00:00:00.4495800,10/06/2021 17:13:41,10/06/2021 17:13:42,00:00:00.9660190,First B,yes,Second 1,10/06/2021 17:13:44,10/06/2021 17:13:45,00:00:01.1989330,Second 1 A,70.0%,no,10/06/2021 17:13:48
43,yes,10/06/2021 17:13:48,00:00:02.0487120,10/06/2021 17:13:50,10/06/2021 17:13:51,00:00:01.1327330,First A,yes,Second 2,10/06/2021 17:13:53,10/06/2021 17:13:54,00:00:00.9501570,Second 2 B,30.0%,no,10/06/2021 17:13:57
44,yes,10/06/2021 17:13:57,00:00:01.7325510,10/06/2021 17:13:58,10/06/2021 17:13:59,00:00:00.7159100,First A,yes,Second 2,10/06/2021 17:14:01,10/06/2021 17:14:02,00:00:00.8820610,Second 2 B,30.0%,no,10/06/2021 17:14:05
45,yes,10/06/2021 17:14:05,00:00:03.8311390,10/06/2021 17:14:08,10/06/2021 17:14:09,00:00:00.6320320,First A,yes,Second 2,10/06/2021 17:14:11,10/06/2021 17:14:11,00:00:00.7497850,Second 2 A,30.0%,no,10/06/2021 17:14:14
46,yes,10/06/2021 17:14:14,00:00:02.7978730,10/06/2021 17:14:17,10/06/2021 17:14:18,00:00:01.1987800,First B,yes,Second 1,10/06/2021 17:14:20,10/06/2021 17:14:21,00:00:00.7998010,Second 1 A,70.0%,yes,10/06/2021 17:14:24
47,yes,10/06/2021 17:14:24,00:00:05.3631500,10/06/2021 17:14:29,10/06/2021 17:14:30,00:00:01.0158900,First B,yes,Second 1,10/06/2021 17:14:32,10/06/2021 17:14:32,00:00:00.7833750,Second 1 A,70.0%,yes,10/06/2021 17:14:35
48,yes,10/06/2021 17:14:35,00:00:00.1166820,10/06/2021 17:14:36,10/06/2021 17:14:37,00:00:00.9653170,First B,yes,Second 1,10/06/2021 17:14:38,10/06/2021 17:14:39,00:00:00.8993540,Second 1 A,70.0%,yes,10/06/2021 17:14:42
49,no,10/06/2021 17:14:42,00:00:00.2164120,10/06/2021 17:14:42,,,,,,,,,,,,10/06/2021 17:14:44
