TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
15,no,10/05/2021 23:59:59,00:00:00.6821390,10/06/2021 00:00:00,10/06/2021 00:00:01,00:00:01.3323450,First B,no,Second 2,10/06/2021 00:00:03,,,,,,10/06/2021 00:00:05
16,yes,10/06/2021 00:00:05,00:00:01.5166880,10/06/2021 00:00:06,10/06/2021 00:00:08,00:00:01.3829170,First B,no,Second 2,10/06/2021 00:00:09,10/06/2021 00:00:11,00:00:01.4823570,Second 2 B,30.0%,no,10/06/2021 00:00:14
17,yes,10/06/2021 00:00:14,00:00:03.2995520,10/06/2021 00:00:17,10/06/2021 00:00:18,00:00:01.4840680,First A,yes,Second 2,10/06/2021 00:00:20,10/06/2021 00:00:21,00:00:01.3168650,Second 2 B,30.0%,yes,10/06/2021 00:00:24
18,yes,10/06/2021 00:00:24,00:00:02.1337710,10/06/2021 00:00:26,10/06/2021 00:00:28,00:00:01.4471360,First B,yes,Second 1,10/06/2021 00:00:29,10/06/2021 00:00:31,00:00:01.2497870,Second 1 B,30.0%,no,10/06/2021 00:00:34
19,yes,10/06/2021 00:00:34,00:00:01.0160110,10/06/2021 00:00:35,10/06/2021 00:00:36,00:00:01.4486330,First A,no,Second 1,10/06/2021 00:00:38,10/06/2021 00:00:39,00:00:01.2816690,Second 1 B,30.0%,no,10/06/2021 00:00:42
20,no,10/06/2021 00:00:42,00:00:00.5008250,10/06/2021 00:00:42,10/06/2021 00:00:44,00:00:01.3820990,First B,yes,Second 1,10/06/2021 00:00:45,,,,,,10/06/2021 00:00:47
21,yes,10/06/2021 00:00:47,00:00:00.5658430,10/06/2021 00:00:48,10/06/2021 00:00:49,00:00:01.3846370,First B,yes,Second 1,10/06/2021 00:00:51,10/06/2021 00:00:52,00:00:01.5168270,Second 1 A,30.0%,yes,10/06/2021 00:00:55
22,yes,10/06/2021 00:00:55,00:00:01.5665300,10/06/2021 00:00:57,10/06/2021 00:00:58,00:00:01.4156650,First B,yes,Second 1,10/06/2021 00:01:00,10/06/2021 00:01:01,00:00:01.4493140,Second 1 A,30.0%,no,10/06/2021 00:01:04
23,no,10/06/2021 00:01:04,00:00:01.1669540,10/06/2021 00:01:06,10/06/2021 00:01:07,00:00:01.2487260,First B,yes,Second 1,10/06/2021 00:01:08,,,,,,10/06/2021 00:01:10
24,yes,10/06/2021 00:01:10,00:00:01.6206520,10/06/2021 00:01:12,10/06/2021 00:01:13,00:00:01.2611380,First B,yes,Second 1,10/06/2021 00:01:15,10/06/2021 00:01:16,00:00:01.3494870,Second 1 A,30.0%,no,10/06/2021 00:01:19
25,no,10/06/2021 00:01:19,00:00:09.2462830,10/06/2021 00:01:28,10/06/2021 00:01:30,00:00:01.2165280,First B,yes,Second 1,10/06/2021 00:01:31,,,,,,10/06/2021 00:01:33
26,yes,10/06/2021 00:01:33,00:00:00.9827670,10/06/2021 00:01:34,10/06/2021 00:01:36,00:00:01.7491380,First A,yes,Second 2,10/06/2021 00:01:37,10/06/2021 00:01:39,00:00:01.8490230,Second 2 A,70.0%,yes,10/06/2021 00:01:42
27,yes,10/06/2021 00:01:42,00:00:06.8304500,10/06/2021 00:01:49,10/06/2021 00:01:50,00:00:01.3995110,First B,no,Second 2,10/06/2021 00:01:52,10/06/2021 00:01:53,00:00:01.3809490,Second 2 B,30.0%,yes,10/06/2021 00:01:56
28,yes,10/06/2021 00:01:56,00:00:01.4157240,10/06/2021 00:01:58,10/06/2021 00:01:59,00:00:01.2827910,First B,yes,Second 1,10/06/2021 00:02:01,10/06/2021 00:02:02,00:00:01.5321020,Second 1 B,30.0%,yes,10/06/2021 00:02:05
29,yes,10/06/2021 00:02:05,00:00:01.0498820,10/06/2021 00:02:06,10/06/2021 00:02:08,00:00:01.4154960,First B,yes,Second 1,10/06/2021 00:02:09,10/06/2021 00:02:10,00:00:01.3136030,Second 1 A,30.0%,no,10/06/2021 00:02:13
30,yes,10/06/2021 00:02:14,00:00:03.6663000,10/06/2021 00:02:17,10/06/2021 00:02:19,00:00:01.4317140,First A,no,Second 1,10/06/2021 00:02:20,10/06/2021 00:02:22,00:00:01.4480150,Second 1 B,30.0%,yes,10/06/2021 00:02:25
31,yes,10/06/2021 00:02:25,00:00:02.5825360,10/06/2021 00:02:27,10/06/2021 00:02:29,00:00:01.4817130,First A,yes,Second 2,10/06/2021 00:02:30,10/06/2021 00:02:32,00:00:01.4155020,Second 2 B,30.0%,no,10/06/2021 00:02:35
32,yes,10/06/2021 00:02:35,00:00:02.9003160,10/06/2021 00:02:38,10/06/2021 00:02:39,00:00:01.3315450,First A,yes,Second 2,10/06/2021 00:02:40,10/06/2021 00:02:42,00:00:01.2823490,Second 2 A,70.0%,no,10/06/2021 00:02:45
33,yes,10/06/2021 00:02:45,00:00:02.8494970,10/06/2021 00:02:48,10/06/2021 00:02:49,00:00:01.2983360,First A,no,Second 1,10/06/2021 00:02:50,10/06/2021 00:02:52,00:00:01.3507910,Second 1 A,30.0%,no,10/06/2021 00:02:55
34,no,10/06/2021 00:02:55,00:00:00.1498720,10/06/2021 00:02:55,,,,,,,,,,,,10/06/2021 00:02:57
35,yes,10/06/2021 00:02:57,00:00:02.2656680,10/06/2021 00:02:59,10/06/2021 00:03:01,00:00:01.3821570,First B,yes,Second 1,10/06/2021 00:03:02,10/06/2021 00:03:03,00:00:01.3316690,Second 1 B,30.0%,no,10/06/2021 00:03:06
36,no,10/06/2021 00:03:06,00:00:00.2335410,10/06/2021 00:03:07,10/06/2021 00:03:08,00:00:01.4159830,First B,yes,Second 1,10/06/2021 00:03:10,,,,,,10/06/2021 00:03:12
37,yes,10/06/2021 00:03:12,00:00:00.9165610,10/06/2021 00:03:13,10/06/2021 00:03:14,00:00:01.7994780,First A,no,Second 1,10/06/2021 00:03:16,10/06/2021 00:03:17,00:00:01.4478180,Second 1 A,30.0%,no,10/06/2021 00:03:20
38,no,10/06/2021 00:03:20,00:00:00.0329330,10/06/2021 00:03:20,10/06/2021 00:03:22,00:00:01.3154200,First A,no,Second 1,10/06/2021 00:03:23,,,,,,10/06/2021 00:03:25
39,yes,10/06/2021 00:03:25,00:00:02.7152640,10/06/2021 00:03:28,10/06/2021 00:03:29,00:00:01.3820970,First B,no,Second 2,10/06/2021 00:03:31,10/06/2021 00:03:32,00:00:01.3001500,Second 2 B,30.0%,yes,10/06/2021 00:03:35
40,yes,10/06/2021 00:03:35,00:00:00.3667740,10/06/2021 00:03:36,10/06/2021 00:03:37,00:00:01.3989270,First A,yes,Second 2,10/06/2021 00:03:38,10/06/2021 00:03:40,00:00:01.4653630,Second 2 B,30.0%,no,10/06/2021 00:03:43
41,yes,10/06/2021 00:03:43,00:00:00.9008600,10/06/2021 00:03:44,10/06/2021 00:03:45,00:00:01.3333170,First B,yes,Second 1,10/06/2021 00:03:47,10/06/2021 00:03:48,00:00:01.5825990,Second 1 A,30.0%,no,10/06/2021 00:03:51
42,yes,10/06/2021 00:03:51,00:00:03.4816340,10/06/2021 00:03:55,10/06/2021 00:03:56,00:00:01.4485110,First A,no,Second 1,10/06/2021 00:03:58,10/06/2021 00:03:59,00:00:01.1814600,Second 1 B,30.0%,no,10/06/2021 00:04:02
