TrialNumber,Completed,Timestamp Before Black Screen,Black Screen Duration,Timestamp First Choice Shown,Timestamp First Decision,First Choice Reaction Time,First Choice,Common Transition,Second Stage,Timestamp Second Choice Shown,Timestamp Second Decision,Second Decision Reaction Time,Second Choice,Reward Probability,Reward,Timestamp End
27,yes,10/06/2021 17:27:55,00:00:02.0324160,10/06/2021 17:27:57,10/06/2021 17:27:58,00:00:01.1318380,First A,yes,Second 1,10/06/2021 17:28:00,10/06/2021 17:28:01,00:00:01.1986640,Second 1 B,70.0%,yes,10/06/2021 17:28:04
28,yes,10/06/2021 17:28:04,00:00:05.3630390,10/06/2021 17:28:09,10/06/2021 17:28:11,00:00:01.3651050,First B,no,Second 1,10/06/2021 17:28:12,10/06/2021 17:28:14,00:00:01.2484240,Second 1 B,70.0%,yes,10/06/2021 17:28:17
29,yes,10/06/2021 17:28:17,00:00:01.0326770,10/06/2021 17:28:18,10/06/2021 17:28:19,00:00:01.4155200,First A,yes,Second 1,10/06/2021 17:28:21,10/06/2021 17:28:22,00:00:01.1825470,Second 1 B,70.0%,yes,10/06/2021 17:28:25
30,yes,10/06/2021 17:28:25,00:00:02.2153930,10/06/2021 17:28:27,10/06/2021 17:28:28,00:00:01.1155790,First A,yes,Second 1,10/06/2021 17:28:30,10/06/2021 17:28:31,00:00:01.0304990,Second 1 B,70.0%,yes,10/06/2021 17:28:34
31,yes,10/06/2021 17:28:34,00:00:07.0458720,10/06/2021 17:28:41,10/06/2021 17:28:42,00:00:01.3311020,First A,yes,Second 1,10/06/2021 17:28:44,10/06/2021 17:28:45,00:00:01.1818670,Second 1 B,70.0%,no,10/06/2021 17:28:48
32,yes,10/06/2021 17:28:48,00:00:01.5657780,10/06/2021 17:28:49,10/06/2021 17:28:50,00:00:01.0155890,First A,no,Second 2,10/06/2021 17:28:52,10/06/2021 17:28:53,00:00:01.4465230,Second 2 A,30.0%,yes,10/06/2021 17:28:56
33,yes,10/06/2021 17:28:56,00:00:02.3490110,10/06/2021 17:28:59,10/06/2021 17:29:00,00:00:01.0810730,First B,yes,Second 2,10/06/2021 17:29:01,10/06/2021 17:29:03,00:00:01.2660280,Second 2 A,30.0%,yes,10/06/2021 17:29:06
34,yes,10/06/2021 17:29:06,00:00:00.0841420,10/06/2021 17:29:06,10/06/2021 17:29:07,00:00:01.2819100,First B,no,Second 1,10/06/2021 17:29:09,10/06/2021 17:29:10,00:00:01.3969400,Second 1 B,70.0%,yes,10/06/2021 17:29:13
35,yes,10/06/2021 17:29:13,00:00:01.3656260,10/06/2021 17:29:14,10/06/2021 17:29:15,00:00:01.1161670,First B,yes,Second 2,10/06/2021 17:29:17,10/06/2021 17:29:18,00:00:01.2651070,Second 2 A,30.0%,no,10/06/2021 17:29:21
36,yes,10/06/2021 17:29:21,00:00:05.4292050,10/06/2021 17:29:27,10/06/2021 17:29:28,00:00:01.1324290,First A,yes,Second 1,10/06/2021 17:29:29,10/06/2021 17:29:31,00:00:01.3988920,Second 1 B,70.0%,yes,10/06/2021 17:29:34
37,yes,10/06/2021 17:29:34,00:00:02.6147660,10/06/2021 17:29:36,10/06/2021 17:29:37,00:00:01.0487070,First A,yes,Second 1,10/06/2021 17:29:39,10/06/2021 17:29:40,00:00:01.2987800,Second 1 B,70.0%,yes,10/06/2021 17:29:43
38,yes,10/06/2021 17:29:43,00:00:02.0333610,10/06/2021 17:29:45,10/06/2021 17:29:47,00:00:01.2645120,First A,yes,Second 1,10/06/2021 17:29:48,10/06/2021 17:29:49,00:00:01.2816890,Second 1 B,70.0%,yes,10/06/2021 17:29:52
39,yes,10/06/2021 17:29:52,00:00:00.7333480,10/06/2021 17:29:53,10/06/2021 17:29:54,00:00:01.1816880,First A,yes,Second 1,10/06/2021 17:29:56,10/06/2021 17:29:57,00:00:01.2486760,Second 1 B,70.0%,no,10/06/2021 17:30:00
40,yes,10/06/2021 17:30:00,00:00:04.8645250,10/06/2021 17:30:05,10/06/2021 17:30:06,00:00:01.1646930,First A,yes,Second 1,10/06/2021 17:30:08,10/06/2021 17:30:09,00:00:01.2487430,Second 1 B,70.0%,no,10/06/2021 17:30:12
41,no,10/06/2021 17:30:12,00:00:15.9223900,10/06/2021 17:30:28,,,,,,,,,,,,10/06/2021 17:30:30
42,yes,10/06/2021 17:30:30,00:00:01.4975100,10/06/2021 17:30:31,10/06/2021 17:30:33,00:00:01.3156640,First B,yes,Second 2,10/06/2021 17:30:34,10/06/2021 17:30:35,00:00:01.1981670,Second 2 A,30.0%,yes,10/06/2021 17:30:38
43,yes,10/06/2021 17:30:38,00:00:00.3001010,10/06/2021 17:30:39,10/06/2021 17:30:40,00:00:01.1822320,First B,yes,Second 2,10/06/2021 17:30:41,10/06/2021 17:30:43,00:00:01.2817390,Second 2 A,30.0%,no,10/06/2021 17:30:46
44,yes,10/06/2021 17:30:46,00:00:00.6987030,10/06/2021 17:30:46,10/06/2021 17:30:48,00:00:01.2490430,First B,no,Second 1,10/06/2021 17:30:49,10/06/2021 17:30:51,00:00:01.3982460,Second 1 B,70.0%,yes,10/06/2021 17:30:54
45,yes,10/06/2021 17:30:54,00:00:06.2964420,10/06/2021 17:31:00,10/06/2021 17:31:01,00:00:01.2989180,First B,yes,Second 2,10/06/2021 17:31:03,10/06/2021 17:31:04,00:00:01.2800730,Second 2 A,30.0%,no,10/06/2021 17:31:07
46,yes,10/06/2021 17:31:07,00:00:00.7492360,10/06/2021 17:31:08,10/06/2021 17:31:09,00:00:01.0157290,First B,yes,Second 2,10/06/2021 17:31:10,10/06/2021 17:31:11,00:00:01.0991530,Second 2 B,30.0%,no,10/06/2021 17:31:14
47,yes,10/06/2021 17:31:14,00:00:04.6807410,10/06/2021 17:31:19,10/06/2021 17:31:20,00:00:01.0994350,First A,yes,Second 1,10/06/2021 17:31:22,10/06/2021 17:31:23,00:00:01.2150690,Second 1 B,70.0%,yes,10/06/2021 17:31:26
48,yes,10/06/2021 17:31:26,00:00:01.5344860,10/06/2021 17:31:28,10/06/2021 17:31:29,00:00:01.2148020,First A,yes,Second 1,10/06/2021 17:31:30,10/06/2021 17:31:32,00:00:01.2141820,Second 1 B,70.0%,yes,10/06/2021 17:31:35
49,yes,10/06/2021 17:31:35,00:00:04.9801930,10/06/2021 17:31:40,10/06/2021 17:31:41,00:00:01.0826210,First A,no,Second 2,10/06/2021 17:31:42,10/06/2021 17:31:43,00:00:01.2809130,Second 2 B,30.0%,no,10/06/2021 17:31:46
50,yes,10/06/2021 17:31:46,00:00:00.3835940,10/06/2021 17:31:47,10/06/2021 17:31:48,00:00:00.9820740,First A,yes,Second 1,10/06/2021 17:31:49,10/06/2021 17:31:51,00:00:01.2819110,Second 1 B,70.0%,yes,10/06/2021 17:31:54
51,yes,10/06/2021 17:31:54,00:00:01.7655560,10/06/2021 17:31:55,10/06/2021 17:31:57,00:00:01.4643350,First B,yes,Second 2,10/06/2021 17:31:58,10/06/2021 17:32:00,00:00:01.2816530,Second 2 A,30.0%,yes,10/06/2021 17:32:03
52,yes,10/06/2021 17:32:03,00:00:00.7001760,10/06/2021 17:32:03,10/06/2021 17:32:05,00:00:01.2155240,First A,yes,Second 1,10/06/2021 17:32:06,10/06/2021 17:32:07,00:00:01.1653220,Second 1 B,70.0%,no,10/06/2021 17:32:10
